"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
MANC001-DN108735-20318997,Contract,"Manchester City Council",Awarded,2018-06-14T11:12:33Z,"TC726 Framework Agreement for the Supply of Alternative Education Places to Manchester Secondary PRU","TC726 Framework Agreement for the Supply of Alternative Education Places to Manchester Secondary PRU.",,,"North West","80000000 ","Samantha Wilson",samantha.wilson@manchester.gov.uk,"Room 407","Town Hall",Manchester,"M60 2JA",England,"+44 1612344368",http://www.manchester.gov.uk,,"https://procontract.due-north.com/Advert?advertId=3d51dea3-ceba-e511-8107-000c29c9ba21 ",,01/04/2016,31/03/2018,15/02/2016,NO,,Yes,Yes,No,Services,6000000,6000000,24/05/2016,6000000,"[EdStart Specialist Education Ltd|M6 6DW|NONE||Yes|No][Together Trust|SK8 1JE|NONE||No|No][The Manchester College|M40 5BP|NONE||No|No][Educ8 Liverpool|L39 1PW|NONE||Yes|No][apricot online ltd|GL54 5LJ|NONE||Yes|No][Tute Education Ltd|LL13 7YP|NONE||Yes|No][Norman Mackie & Associates Ltd T/A Works 4 U Support Service|SK15 1EB|NONE||Yes|No][Manchester Settlement|M11 1JG|NONE||Yes|Yes][Sport Works (Manchester & Cheshire) Ltd|WA4 3DU|NONE||Yes|No][Shaftesbury Young People|ME2 4XB|NONE||Yes|No][IncludEd Learning|M16 8ER|NONE||Yes|Yes][Nisai Virtual Academy Ltd.|HA1 1XB|NONE||Yes|Yes][Manchester Young Lives|M22 9TF|NONE||Yes|Yes][Music Stuff|M11 2NA|NONE||Yes|Yes][Academy21 Limited|SG1 3QP|NONE||Yes|No][MySkills LTD|M1 5AN|NONE||Yes|No][The Lighthouse Group|BD5 8HH|NONE||Yes|No]",,25/05/2016,31/03/2018,"Open ",
KIRKC001-DN482710-99812659,Contract,"Kirklees Council",Awarded,2020-10-13T17:15:16Z,"KMCIRS-064-011A Provision of Education, Training, Employment and Lifelong Learning","The Council of the Borough of Kirklees (the ""Council"") wishes to establish a programme of services with a maximum of seventeen (17) suitable Delivery Partners for Kirklees Adult and Community Learning.

The approximate total value for these services will be £235,000.00 for the entire twelve (12) month duration of the programme (1 September 2020 to 31 July 2021). 
",,,"Yorkshire and the Humber","79634000 80000000 ","Nadine Littlelwood",nadine.littlewood@kirklees.gov.uk,"Civic Centre 3",,Huddersfield,"HD1 2TG",England,"+44 1484221000",http://www.kirklees.gov.uk,,,,01/09/2020,31/07/2021,13/07/2020,NO,,Yes,No,No,Services,170000,170000,24/08/2020,226745,"[Fusion Housing|Pearl House, 10, John William Street, huddersfield, West Yorkshire, hd1 1BA|NONE||Yes|No][Proper Job Theatre Company|48a Byram Arcade, Westgate, Huddersfield, HD1 1ND|NONE||Yes|No][Workers Educational Association|Yorkshire and Humber Regional Office, Suite 10b, Josephs Well, Hanover Walk, Leeds, LS3 1AB|NONE||No|No][Kirklees Success Centre|John Smith Stadium, Stadium Way Huddersfield HD1 6PG|NONE||No|No][S&H Training & Development Ltd|Chestnut Centre, Chestnut Road, Sheepridge, Huddersfield HD2 1HJ|NONE||Yes|No][Sport Works Ltd|Sedbergh Community Centre, Huddersfield Road, Bradford, BD6 1DJ|NONE||Yes|No]","Helen Minett",01/09/2020,31/07/2021,"Restricted ",,13:00
SHEFCC001-DN491455-11175382,Contract,"Sheffield City Council",Awarded,2020-08-28T11:13:43Z,"Behavioural Change Programme Projects 2020-21 - Opportunity Sheffield Further Comptition","Support for people to re-engage with employability services.\r
The project is part funded by the European Social Fund.",,,"United Kingdom","80400000 ",,commercialservices@sheffield.gov.uk,"Level 8","East Wing, Moorfoot",Sheffield,"S1 4PL",England,"+44 1142057397",https://www.sheffield.gov.uk/,,,,01/09/2020,30/11/2021,16/08/2020,NO,,Yes,Yes,No,Services,240000,240000,28/08/2020,238000,"[Yes2Ventures Ltd|S3 8BT|NONE||Yes|No][Sharrow Community Forum|S7 1DB|NONE||Yes|Yes][Sport Works Yorkshire|BD7 4NQ|NONE||Yes|No][Big Ambitions CIC|DN5 0JR|NONE||Yes|Yes][NUCA trading as Zest|S6 3NA|NONE||Yes|Yes]","Mr Mark Powell",01/09/2020,30/11/2021,"Other ",,17:00
LGSS001-DN412738-65359457,Contract,"Cambridgeshire County Council",Awarded,2019-09-17T14:34:56Z,"Cambridgeshire County Council Framework for Community Short Breaks for Disabled Children and Young People","Cambridgeshire County Council (The Council) are inviting Providers to apply/reapply to deliver a range of activities for disabled children and young people living within Cambridgeshire. These will be children and young people with disabilities up to the age of 19 years and may require assistance with personal care. However, The Provider may need to be able to continue to support young beyond the age of 19. The call-off procedure for this framework is based on the choice of parents and children and therefore Cambridgeshire County Council would welcome applications from a wide range of providers delivering a wide range of activities based on personal allowance.",,,"East Midlands","85000000 ",,contracts@milton-keynes.gov.uk,"Shire Hall",,Cambridge,"CB3 0AP",England,,https://www.lgss.co.uk/about/,,,,01/10/2019,30/09/2029,08/07/2019,NO,,Yes,Yes,No,Services,1700000,,21/08/2019,1700000,"[Romsey Mill Trust|CB1 3BZ|NONE||Yes|Yes][Sport Works|NE99 2FJ|NONE||Yes|No][University of Cambridge Museums|cb2 1rb|NONE||No|No][Vivacity|PE1 1RX|NONE||No|No]",,01/10/2019,30/09/2029,"Open ",
DONCTR001-DN357401-27095413,Contract,"Doncaster MBC",Awarded,2019-08-09T12:16:15Z,"Adult Family and Community Learning Service","To commission a range of providers (via AEB Grant) to provide services to encourage the hard to reach to access training and employ-ability skills and eventually progress to further training or enter the voluntary sector",,,"Yorkshire and the Humber","80000000 ","Lewis Lindley",Lewis.Lindley@doncaster.gov.uk,"Civic Office",Waterdale,Doncaster,"DN1 3BU",England,"+44 1302736765",http://www.doncaster.gov.uk/,,"https://procontract.due-north.com/Advert?advertId=9194aedb-e317-e911-80f2-005056b64545 ",,07/02/2019,01/08/2019,31/01/2019,NO,,Yes,No,No,Services,100000,100000,01/02/2019,98645,"[CIRQUE SKILLS PATHWAY CIC|2nd Floor, Silver House, Silver Street, Doncaster, England DN1 1HL|NONE||Yes|No][Sport Works (Yorkshire) Ltd|Mill Beck Crook Crook, Kendal, Cumbria, LA8 8LD|NONE||Yes|No][AALFY LIMITED|108 The Moor, Sheffield, England, S1 4PD|NONE||Yes|No][The Cascade Foundation|14, Marshgate, Doncaster, South Yorkshire, DN5 8AF|NONE||No|No][Find Your Voice C.I.C|11 Rosebery Court, London, Greater London, EC1R 5HP, United Kingdom|NONE||Yes|No]",,07/02/2019,01/08/2019,"Open ",
LEICSCC001-DN305365-17280710,Contract,"Leicestershire County Council",Awarded,2018-10-01T14:29:21Z,"Short Breaks, Domiciliary Care and Early Support & Inclusion for Children with Disabilities (Annual Refresh 2018)","Leicestershire County Council is undertaking a procurement process to identify and appoint a number of service providers to provide a range of disabled children's services as follows;
Lot 1: Short Breaks
Short Breaks provide opportunities for disabled children and young people to spend time away from their parents and carers, with friends and peers, for positive opportunities. They are intended to promote their positive mental health and emotional well-being.
Lot 2: Domiciliary Care
Domiciliary care is a statutory service that the Council has a duty to provide and it relates to the provision of care and support to children and families in their own home (e.g. personal care, meal preparation, moving andhandling etc.).
The framework started on 01 April 2017 but includes an annual refresh which allows for the framework to be reopened so that additional providers can tender for inclusion on the framework.",,,"East Midlands","92000000 98000000 85300000 ","CFS Commissioning Support",CFSCommissioningSupport@leics.gov.uk,"County Hall",Glenfield,Leicester,"LE3 8RF",England,"+44 1162323232",http://www.leicestershire.gov.uk,,"https://procontract.due-north.com/Advert?advertId=6e6fa14b-f5be-e711-80e6-005056b64545 ",,01/04/2018,31/03/2019,15/12/2017,NO,,Yes,Yes,No,Services,2440000,2440000,31/03/2018,2440000,"[New Leaf Triangle CIC|Melton Mowbray LE14 4LL|NONE||Yes|Yes][Diversity Health and Social Care Limited|Leicester LE2 0PF|NONE||Yes|No][SCRAMB Care|Leicester LE2 9NP|NONE||Yes|No][SVK Care Ltd t/a Caremark Hinckley, Bosworth & Blaby|Whetstone LE8 6EP|NONE||Yes|No][Sport Works Limited|Coventry CV4 9GP|NONE||Yes|No]",,01/04/2018,31/03/2019,"Open ",
CALDER001-DN349466-94416708,Contract,"Calderdale Council",Awarded,2018-09-13T12:41:20Z,"Calderdale Adult Learning Fund","All documentation is available at www.yortender.co.uk.  The Borough Council of Calderdale invites you to submit a Tender for the Calderdale Adult Learning (CAL) Fund.
	
This is for delivery of accredited and/ or non-accredited community based learning to adults in Calderdale who are furthest from learning and employment.
Tenderers are permitted to tender for up to £10,000 per course. Tenderers will only be able to bid for a maximum of £50,000 of the £200,000 budget available",,,"Yorkshire and the Humber","80000000 ","Amanda Greaves",amanda.greaves@calderdale.gov.uk,"Westgate House",,Halifax,"HX1 1PS",England,"+44 1422393175",http://www.calderdale.gov.uk/,,,,03/09/2018,02/09/2019,26/07/2018,NO,,Yes,Yes,No,Services,200000,200000,03/09/2018,200000,"[Best Practice Training|HX7 5LN|NONE||Yes|No][Calderdale SmartMove|HX1 2AF|NONE||Yes|No][C&K Careers Ltd.|HD1 1 EH|NONE||Yes|No][Creativity in Practice|HG3 4EN|NONE||Yes|No][Find Your Voice|EC1R 5HP|NONE||Yes|No][Halifax Opportunities Trust|HX1 5ER|NONE||Yes|No][Proper Job|HD1 1ND|NONE||Yes|No][Sport Works Yorkshire|BD7 4NQ|NONE||Yes|No][West Yorkshire Community Accounting Service|LS10 2QW|NONE||Yes|Yes]","Mrs Dawn Hartley",10/09/2018,02/09/2019,"Open ",
DCC001-DN324611-38838133,Contract,"Durham County Council",Awarded,2018-04-24T11:25:32Z,"Contract for Community Short Break Services","The contract for community short breaks service offer will provide a range of activities into local community venues for children and young people with special educational needs and/ or disabilities aged between 5-25 across County Durham as below:-

•	Lot 1	Durham and Chester le Street
•	Lot 2	Easington
•	Lot 3	Sedgefield
•	Lot 4 	The Dales
•	Lot 5 	Derwentside

There will also be an opportunity for families to access family breaks which will be delivered on a county-wide basis.
•	Lot 6 	Family Activities within County Durham.",,,"North East","85000000 92000000 ","Kay Duthie",kay.duthie@durham.gov.uk,"Corporate services","County Hall",Durham,"DH1 5UL",England,,http://www.durham.gov.uk,,,,01/05/2018,31/03/2020,26/03/2018,NO,,Yes,Yes,No,Services,1059876,1059876,23/04/2018,1059876,"[Integrating Children|DH2 2DW|NONE||Yes|Yes][Gateway North East (co Durham)|DH5 0QB|NONE||Yes|Yes][Sport Works|NE99 2FJ|NONE||Yes|No][Durham Area Disability Leisure Group|DH1 1QF|NONE||Yes|Yes]","Mr Richard Taylor",01/05/2018,31/03/2022,"Open ",
DN326368,Contract,"South Tyneside Council",Awarded,2018-04-19T16:17:02Z,"BES Lot 5: Adult Education Budget (19 years +) 090318","Award of contract",,,"North East","80000000 ","Angela Carroll",angela.carroll@southtyneside.gov.uk,"Town Hall, Westoe Road",,"South Shields",NE332RL,England,01914244077,,,,,12/03/2018,31/07/2018,09/03/2018,NO,,Yes,Yes,No,Services,114301,,23/03/2018,114301,"[Area North Training|Area North House, 
Kingsway South, 
Gateshead, 
Tyne and Wear, 
NE11 0JS|NONE||Yes|No][B-SKILL LIMITED|Suite A15 Milburn House
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 1LE
GB|COMPANIES_HOUSE|03939817|Yes|No][Future Skills Vision|Suite 4 The Beacon, Westgate Rd, Newcastle, Tyne and Wear, NE4 9PQ|NONE||No|No][LOGISTICS SKILLS & CONSULTANCY LTD|Design Works, William Street, Gateshead, Tyne and Wear, NE10 0JP|NONE||No|No][NORTHERN RIGHTS (DURHAM/TEES VALLEY) COMMUNITY INTEREST CO|17-19 The Upper Chare
SR8 1BW
GB|COMPANIES_HOUSE|8021151|No|No][Seta Ltd|17 Sedling Rd, Wear Industrial Estate, Washington, Tyne and Wear, NE38 9BZ|NONE||No|No][Sport Works|Suite 1243, Newcastle, Tyne and Wear, NE99 2FJ|NONE||No|No][UPLIFT ASSOCIATES LTD|The Place Athenaeum Street
SUNDERLAND
Tyne Wear
SR1 1QX
GB|COMPANIES_HOUSE|07796115|No|No][Women's Health in South tyneside|Salus house, 33 Mile End Rd, South Shields, Tyne and Wear, NE33 1TA|NONE||No|No]",,26/03/2018,31/07/2018,"CallOffFromFrameworkAgreement ",
BFDMDC001-DN301568-50912701,Contract,"Bradford Metropolitan District Council",Awarded,2018-01-09T14:16:54Z,"Framework for Short Breaks Tier 2 Provision","Short Breaks is the term used for any sort of leisure activity a ""Disabled Children and Young People"" (DCYP) goes to. It gives them an enjoyable experience with or away from their primary carers, which also allow parents and families a break from their caring responsibilities. The aim of this Contract is to provide a range of Targeted Services (Tier 2) Short Breaks specialist provision to those DCYP needing a more structured environment, by means of group activities in a variety of leisure and recreational settings.",,,"Yorkshire and the Humber","80000000 85000000 ","Ben Waters",ben.waters@bradford.gov.uk,"1st Floor Britannia House","Hall Ings",Bradford,"BD1 1HX",England,"+44 7582102312",http://www.bradford.gov.uk/bmdc,,"https://procontract.due-north.com/Advert?advertId=23fd2322-a1aa-e711-80e6-005056b64545 ",,01/04/2018,31/03/2021,24/11/2017,NO,,Yes,Yes,No,Services,450000,450000,09/01/2018,450000,"[Active Social Care Ltd|8 Cartwright Court, Bradley, Huddersfield, HD2 1GN|NONE||Yes|No][SNOOP|New Chartford House, Centurion Way, Cleckheaton, West Yorkshire, BD19 3QB|NONE||Yes|Yes][Sport Works (Yorkshire) Ltd|52 Speeton Avenue, Bradford, West Yorkshire, BD7 4NQ|NONE||Yes|No][The Light of the World Community Centre Ltd|Gaythorne Road, Bradford, West Yorkshire, BD5 7ES|NONE||Yes|Yes]",,01/04/2018,31/03/2021,"Open ",
