"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
BIP383505663,Contract,"Shropshire Council",Awarded,2019-04-12T12:00:31Z,"DMCH 016 - Provision of a Cash Collection Service","This is a contract award notice for the provision of cash collection services to Shropshire Council for an initial period of 3 years commencing 1st April 2019 with an option to extend for a further 2-year period up to the 31st March 2024",,,"West Midlands","64120000 ",,procurement@shropshire.gov.uk,Shirehall,"Abbey Foregate",Shrewsbury,"SY2 6ND",UK,+441743252992,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=383505663 ",,01/04/2019,31/03/2022,18/03/2019,NO,,Yes,Yes,No,Services,450000,,18/03/2019,450000,"[Security Plus Limited|Tolerant House
        Bellringer Road
        Trentham Lakes South
        Stoke on Trent
        ST4 8GZ|NONE||No|No]",,01/04/2019,31/03/2022,"Open ",
20180803153045-45644,Contract,"NHS South West - Acutes",Awarded,2018-08-03T15:30:49Z,"Transfer of Cash And Cheque Services from Cheltenham General Hospital (CGH) & Gloucestershire Royal Hospital (GRH) Sites and Banking of Collected Monies","Transfer of Cash And Cheque Services from Cheltenham General Hospital (CGH) & Gloucestershire Royal Hospital (GRH) Sites and Banking of Collected Monies",,,"South West","60000000 66110000 79710000 79713000 ","GPSS Foong Ken Pagan",foongken.pagan@nhs.net,"22 College Baths Road","Riverside House",Cheltenham,"GL53 7QU",ENG,"+44 1452318870",www.gloshospitals.nhs.uk,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=23816&B=NHSSW https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/45644 ",,18/07/2018,17/07/2020,02/05/2018,NO,,No,No,No,Services,60000,62000,20/06/2018,20577,"[Security Plus Limited|Tolerant House
Bellringer Road
Trentham Lakes South
Stoke-on-Trent
Staffordshire, ST4 8GZ|NONE||No|No]",,18/07/2018,17/07/2020,"Other ",
CBCCITS2018,Contract,"CORBY BOROUGH COUNCIL",Awarded,2018-07-25T15:52:28Z,"Cash Collection And Cash In Transit Services","Cash Collection Services for the Council's pay and display car parking machines and Council Offices",,,"East Midlands","63712400 ",,procurement@corby.gov.uk,"George Street",,CORBY,NN171QG,England,,,,,,01/09/2018,31/08/2022,02/07/2018,NO,,Yes,Yes,No,Services,61390,,16/07/2018,61390.08,"[SECURITY PLUS LIMITED|Bellringer Road, Trentham Lakes South
STOKE-ON-TRENT
ST4 8GZ
GB|COMPANIES_HOUSE|01325489|No|No]",,01/09/2018,31/08/2022,"CallOffFromFrameworkAgreement ",
171228,Contract,"Transport For Greater Manchester",Awarded,2018-04-17T08:38:42Z,"TfGM Award for the Provision of Cash Collections under ESPO Framework 324F","Transport for Greater Manchester (TfGM) have a requirement for Cash Collections (Cash Delivery & Pickup) for Travelshops and HQ buildings. This opportunity is only available to providers of the service in the north west identified in the ESPO Framework 324F.",,,"North West","64000000 79710000 ",,procurement@tfgm.com,"Piccadilly Place",,"Greater Manchester","M1 2BG",England,,,,,,01/05/2018,30/04/2020,31/01/2018,NO,,Yes,No,No,Services,17886.41,,16/04/2018,29810.6,"[SECURITY PLUS LIMITED|Bellringer Road, Trentham Lakes South
STOKE-ON-TRENT
ST4 8GZ
GB|COMPANIES_HOUSE|01325489|No|No]",,01/05/2018,30/04/2020,"CallOffFromFrameworkAgreement ",
"HDC 160",Contract,"Harborough District Council",Awarded,2017-09-20T17:00:52Z,"Cash collection service","Cash collection service awarded under ESPO Framework agreement 324",,,"East Midlands","35000000 ",,commissioning@harborough.gov.uk,"Legal and Democratic Services, Harborough District Council, Harborough District Council Offices","The Symington Building, Adam & Eve Street","Market Harborough","LE16 7AG",England,,,,,,10/01/2017,10/09/2018,07/10/2016,NO,,Yes,No,No,Services,45000,,10/10/2016,45000,"[Security Plus + Limited|Tolerant House, Bellringer Road, Trentham Lakes South, Stoke on Trent, Staffordshire, ST4 8GZ|||Yes|No]",,10/01/2017,10/01/2018,"CallOffFromFrameworkAgreement ",
DN281825,Contract,"Hartlepool Borough Council",Awarded,2017-06-14T09:30:36Z,"CPREX - HBC Cash Collection services for the Revenues Section at Hartlepool Borough Council","Cash Collection services for the Revenues Section at Hartlepool Borough Council",,,"North East","79710000 ","Roy Horseman",roy.horseman@hartlepool.gov.uk,"Civic Centre","Victoria Road",Hartlepool,"TS24 8AY",England,,,,,,01/03/2017,28/02/2019,14/02/2017,NO,,Yes,Yes,No,Services,0,,14/02/2017,160000,"[Security Plus + Limited|The Manor House, High Street, Uttoxeter, Staffordshire ST14 7JQ|||No|No]",,01/03/2017,28/02/2019,"Other ",
CA2844,Contract,"Cleveland College Art & Design",Awarded,2015-09-29T12:53:16Z,"FE+ Collaborative Tender for Cash Handling & Collection Services","FE+ Group collaborative tender for the provision of Cash Handling and Collection Services. The FE+ group consists of Middlesbrough College, Darlington College, Hartlepool College of Further Education, Stockton Riverside College and Cleveland College of Art and Design.",,,"North East","79710000 79940000 66000000 ","Pippa Dooley",pippa.dooley@tenetservices.com,"Middlesbrough College, Dock St",,Middlesbrough,"TS2 1AD",England,,,,,,06/07/2015,05/07/2018,10/04/2015,NO,,No,No,No,Services,12866,,14/05/2015,12866,"[Security Plus Limited|The Manor House
Uttoxeter
Staffs
ST14 7JQ|||No|No][G4S Cash Solutions (UK)|Sutton Park House, 15 Carshalton Road, Sutton, Surrey, SM1 4LD, UK.|||No|No]",,06/07/2015,05/07/2018,"NotApplicable ",
"FEE/0229 3",Contract,"DEPARTMENT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS",Awarded,2015-07-22T15:13:54Z,"Cash-in-Transit and Related Services","Tenders are invited for the provision of cash-in-transit, cash processing and change float services.  The services are required at Forestry Commission premises and car park machines are various sites across England.  Due to the wide geographical coverage required, this tender has been split into 11 lots.  Bidders should note that within each lot there may be remote locations and should satisfy themselves that they are able to service all locations prior to submitting a tender for that lot.  The successful contractor(s) must be able to provide services 7 days a week including weekends and Bank Holidays. 
Please express your interest in this tender to procurement.england@forestry.gsi.gov.uk by 11th May 2015 to allow us to notify you of any questions and answers we may receive.",,,"North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,East of England,London,South East,South West","79710000 66112000 ","Procurement England",procurement.england@forestry.gov.uk,"620 Bristol Business Park","Coldharbour Lane",Bristol,"BS16 1EJ",England,,,"CIT FINAL ITT.doc Appendix 3 - Pricing Schedule - Version 2.xls Appendix 2 - Ticket Returns.xls Appendix 1 - Site Info.xls ",,"Suppliers must express their interest in this tender by the 11th May 2015.  To express an interest please email: procurement.england@forestry.gsi.gov.uk. Suppliers must download the attached tender documents by the same date. ",25/07/2015,24/07/2019,11/05/2015,NO,,Yes,No,No,Services,430000,,30/06/2015,56000,"[Security Plus + Limited|The Manor House
Uttoxeter
Staffordshire
ST14 7JQ|||No|No]",,25/07/2015,24/07/2019,"Open ",
A2014160,Contract,Centro,Awarded,2015-04-22T15:56:29Z,"Tender Opportunity for Cash Collection Services","Suppliers are invited to submit a tender response for Cash Collection Services. 

 Centro (West Midlands Passenger Transport Executive) requires a cash collection/management service for a number of its sites, namely New Street Station Travel Information Centre, Wolverhampton Travel Information Centre, Centro House and Stourbridge Interchange. Please note that other sites and collection services may be required over the period of the contract. 

 As part of the tender process, suppliers will be required to complete qualification, technical and commercial envelopes. 

 The qualification envelope contains minimum requirements that must be met in order for the tender response to be considered. Tenders will be evaluated on the basis of 10% Quality and 90% Price.

 The submission deadline is 17:00pm on 8th May 2015 and a single supplier will be appointed. 

 The contract commencement date will be 1st June 2015 and the contract shall be for a period of 3 years with the option for Centro to extend for a further 12 months to 31st May 2019

 Suppliers wishing to participate should register as a supplier within the Bravo Solution Portal and then express and interest to project_81 - Cash Collection Services. For more details please visit https://centro.bravosolution.co.uk 

 All requests for clarification or further information must be submitted via the message facility of the Bravo Solution Portal",,,"West Midlands","66112000 ",,procurementteam@centro.org.uk,"Centro, Centro House, 16 Summer Lane",,Birmingham,"B19 3SD",England,,http://www.centro.org.uk/about-us/procurement/,,"https://centro.bravosolution.co.uk ","Suppliers wishing to participate should register as a supplier within the Bravo Solution Portal and then express and interest to 

project_81 - Cash Collection Services. For more details please visit https://centro.bravosolution.co.uk ",01/06/2015,31/05/2018,08/05/2015,NO,,Yes,No,No,Services,47000,,28/05/2015,47000,"[Security Plus + Limited|The Manor House 
Uttoxeter
Staffordshire 
ST14 7JQ|||No|No]",,01/06/2015,31/05/2018,"Open ",
324F_15,Contract,Espo,Awarded,2015-10-29T11:23:00Z,"324F_15 Cash Collection and Cash and Valuables in Transit (CVIT) Services","The collaborative (ESPO and YPO) framework intends to provide a national solution for Cash Collection andCash and Valuables in Transit (CVIT) Services. This will include the secure collection, processing, consolidationand onward depositing of money to high street banks, nominated cash receiving facilities, and other suitablereceiving locations.
The framework will be awarded by Lot on a regional basis. The tender will be broken down into 12 Lots:
— Lot — Cash Collection and Cash In Transit from Premises or Buildings of various types and On Street andOff Street Car Parks (Including Pay and Display Machines).
The above mentioned Lot will be split on a regional basis:
— East Midlands;
— East of England;
— North East England;
— North West England;
— South East England;
— South West England;
— West Midlands;
— Yorkshire and Humber;
— London;
— Scotland;
— Wales; and
— Northern Ireland.

An e-Auction process may be used to award subsequent call off contracts following the reopening of competitionamong the parties to the Framework Agreement.

The framework agreement has the option to extend for up to a further 12 months.The total estimated values stated include the option period.

As a Central Purchasing Bodies as defined by the EU Procurement Directive 2014/24/EU, the FrameworkAgreement is open for use by the following classifications of user throughout all administrative regions of theUK:
— Local Authority Councils;
— Educational Establishments (including Academies);
— Central Government Departments and Agencies and Local Government Departments and Agencies;
— Police, Fire and Rescue and Coastguard Emergency Services;
— NHS and HSC Bodies, including Ambulance Services;
— Registered Charities; Registered Social Landlords;
— Any Public Body established by or under the Scotland Act 1998 or any Act of the Scottish Parliament.
Full details of the classification of end user establishments and geographical areas is available on: http://www.espo.org/About-us-%281%29/FAQs/Legal",,,"Any region","79710000 60000000 ","ESPO, for itself and on behalf of YPO",tenders@espo.org,"Barnsdale Way, Grove Park",Enderby,Leicester,"LE19 3EJ",England,,,,,,09/02/2016,31/12/2018,04/12/2015,NO,,Yes,Yes,No,Services,10000000,30000000,09/02/2016,10000000,"[BDI Securities Limited|Unit F8 Harbet Road
Hastingwood Trading Estate 
Edmonton
United Kingdom
N18 3HU|||No|No][Contract Security Services Limited|Challenger House, 125 Gunnersbury Lane
London 
Greater London
United Kingdom
W3 8LH|||No|No][G4S Cash Solutions (UK) Limited|Sutton Park House, 15 Carshalton Road
Sutton
Surrey
United Kingdom
SM1 4LD|||No|No][Security Plus + Limited|The Manor House, High Street,
Uttoxeter, 
Staffordshire,
United Kingdom,
ST14 7JQ|||No|No]",,09/02/2016,31/12/2018,"Open ",
WDCCASH2018,Contract,"Wychavon District Council",Awarded,2018-04-04T15:36:42Z,"FRAMEWORK AGREEMENT FOR THE PROVISION OF CASH IN TRANSIT SERVICES","The Wychavon District Council along with a number of other Public Authorities wish to create a supplier framework for the Provision of Cash in Transit Services. That is the collection and delivery of cash, to and from Corporate Sites and Car Parks from which the Lead Authority and other Public Authorities (together the ""Contracting Authorities"" and each a ""Contracting Authority"") may procure services on a call-off basis. Named Contracting authorities entitled to use this arrangement are: Bromsgrove District, Malvern Hills District, Redditch Borough, Worcester City, Wychavon District and Wyre Forest District Councils. The Tender consists of 2 Lots: 
Lot 1 - Supply of cash in transit services to and from corporate sites
Lot 2- Supply of cash in transit services to and from car parks, including pay and display machines

Whilst we have divided the requirement into Lots, this does not preclude Tenderers from bidding for both lots, if they feel that they can adequately deliver the various services required.",,,"West Midlands","79000000 ",,procurement@wychavon.gov.uk,"Civic Centre","Queen Elizabeth Drive",Pershore,"WR10 1PT",England,,,"WDC Cash Collections Framework ITT 2018.zip ",,"The Council is using the e-procurement portal known as the Due North Pro-Contract portal https://procontract.due-north.com to conduct this procurement exercise. To gain access to the Invitation to Tender documents (ITT) tenderers will need to register their company details here https://procontract.due-north.com/SupplierRegistration/Register. Once registered, tenderers will be emailed a log-in and password which will allow them to gain access to the tender documents. Tenderers will need to electronically submit an expression of interest and then follow the instructions on screen to get copies of the procurement documents. Tenderers must submit their completed ITT documents and accompanying documentation via the Pro-Contract on-line portal. Any questions from tenderers will also need to be submitted via the Pro-Contract portal website. Clarifications and further tender documents will be issued via the Pro-Contract portal. If you have any problems or queries gaining access to the Pro-Contract portal please contact the online ProContract Service help desk.",05/02/2018,04/12/2022,08/01/2018,YES,WDCCASH2018,Yes,Yes,No,Services,0,,19/01/2018,488866,"[JADE SECURITY SERVICES LIMITED|Grovelands Avenue
RG41 5JX
GB|COMPANIES_HOUSE|03549438|Yes|No][SECURITY PLUS LIMITED|Bellringer Road, Trentham Lakes South
STOKE-ON-TRENT
ST4 8GZ
GB|COMPANIES_HOUSE|01325489|No|No]","JOHN CLEMENTS",01/05/2018,04/12/2022,"OpenOJEU ",
