"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
9c7804dd-0cdc-4943-bc86-26e2959f6600,Contract,"The Manchester College",Awarded,2019-07-17T09:22:12Z,"CA6243 - CPC01: Audit Services","Audit Services

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA6243.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA6243 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",,"M11 2WH","Any region","79212000 ","Stewart Maloney",support@multiquote.com,"Ashton Old Road",Openshaw,Manchester,"M11 2WH",England,"0151 482 9230",https://suppliers.multiquote.com,,,,01/08/2019,31/07/2021,09/07/2019,NO,,Yes,No,No,Works,0,,17/07/2019,32500,"[RSM|St Philips Point, Temple Row, Birmingham, B2 5AF|NONE||No|No]","Kat  Styler",01/08/2019,31/07/2021,"Open ",
aedd8bf0-4ecc-4e13-ba64-77b603a7eb3e,Contract,"The Manchester College",Awarded,2019-05-01T10:09:43Z,"CA5363 - CPC17: Mechanical, Electrical and Building Fabric Maintenance Services","Mechanical, Electrical and Building Fabric Maintenance Services

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA5363.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA5363 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",,"M11 2WH","Any region","50000000 ","Stewart Maloney",support@multiquote.com,"Ashton Old Road",Openshaw,Manchester,"M11 2WH",England,"0151 482 9230",https://suppliers.multiquote.com,,,,05/08/2019,31/07/2021,15/02/2019,NO,,Yes,No,No,Works,0,,01/05/2019,1000000,"[ERIC WRIGHT FM LTD|Sceptre House, Sceptre Way, Preston, PR5 6AW|NONE||No|No]","Kate Bailey",05/08/2019,31/07/2021,"Open ",
"003139968sm2019/324 (Via CCS Framework)",Contract,"The Manchester College",Awarded,2019-04-02T09:25:01Z,"Network Services Agreement RM1045 (41 Novus Prisons)","Network Services Agreement RM1045 (41 Novus Prisons)",,,"Any region","64210000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,01/04/2019,03/06/2019,08/03/2019,NO,,No,No,No,Products,1,,28/03/2019,1,"[Virgin Media Business|Concord Business Park, Threapwood Rd, Manchester M22 0EY|NONE||No|No]",,01/04/2019,01/11/2022,"CallOffFromFrameworkAgreement ",
003139968sm2019/323,Contract,"The Manchester College",Awarded,2019-03-19T14:35:59Z,"LEGAL ADVICE ESTATES STRATEGY FUNDING","The Supply of Legal Advice for Estates Strategy Funding.",,,"North West","79111000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,25/03/2019,23/03/2020,04/03/2019,NO,,No,No,No,Services,1,,19/03/2019,1,"[Addleshaw Goddard LLP|One St Peter's Square
Manchester
M2 3DE|NONE||No|No]",,25/03/2019,23/03/2020,"CompetitiveQuotationNonOJEU ",
"003139968sm2018/256  (via CPC Framework)",Contract,"The Manchester College",Awarded,2019-03-18T12:46:06Z,"75 Inch Interactive Screens","75 Inch Interactive Screens",,,"North West","30200000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,10/08/2018,12/08/2018,07/08/2018,NO,,Yes,No,No,Products,1,,13/08/2018,1,"[IDNS|1 B Springfield Court
Summerfield Road
Bolton
Greater Manchester
BL3 2NT|NONE||Yes|No]",,14/08/2018,16/08/2018,"CallOffFromFrameworkAgreement ",
003139968sm2018/242,Contract,"The Manchester College",Awarded,2019-03-18T12:33:33Z,"LTE Group -MEP Engineer, Lot 2, Openshaw","LTE Group -MEP Engineer, Lot 2, Openshaw",,,"North West","71300000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,21/03/2021,27/04/2018,NO,,Yes,No,No,Services,1,,25/02/2019,1,"[BDP|11 Ducie St, Manchester M1 2JB|NONE||No|No]",,22/03/2019,21/03/2021,"OpenOJEU ",
"003139968sm2018/266 (Non OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T12:24:49Z,"LTE Group Wythenshawe and Harpurhey Project: One stop shop Design Team","LTE Group Wythenshawe and Harpurhey Project: One stop shop Design Team",,,"North West","71000000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,20/03/2020,25/01/2019,NO,,Yes,No,No,Services,1,,25/02/2019,1,"[Ellis Williams|Wellfield
Chester Road
Preston Brook
WA7 3BA|NONE||Yes|No]",,22/03/2019,20/03/2020,"CompetitiveQuotationNonOJEU ",
"003139968sm2018/264 (OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T12:17:59Z,"MEDIA BUYING SERVICES","Advertising & Media Sevices",,,"North West","79341200 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,15/03/2019,12/03/2021,16/01/2019,NO,,Yes,No,No,Services,1,,20/02/2019,1,"[Total Running Media|3rd Floor, Amazon House, 3 Brazil St, Manchester M1 3PJ|NONE||Yes|No]",,15/03/2019,12/03/2021,"OpenOJEU ",
"003139968sm2018/265 (Non OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T12:08:35Z,"Funding Advisory Services","Funding Advisory Services",,,"North West","66171000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,10/01/2019,11/03/2019,21/12/2018,NO,,No,No,No,Services,1,,09/01/2019,1,"[PricewaterhouseCoopers LLP|1 Hardman Square,
Manchester 
M3 3EB|NONE||No|No]",,10/01/2019,11/03/2019,"CompetitiveQuotationNonOJEU ",
"003139968sm2018/261 (Creation of LTE Group Furniture Framework)",Contract,"The Manchester College",Awarded,2019-03-18T11:59:10Z,"TENDER FOR THE SUPPLY, INSTALLATION AND DELIVERY OF FURNITURE","Creation of LTE Group Office Furniture Framework",,,"North West","39130000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,04/02/2019,04/02/2021,28/11/2018,NO,,No,No,No,Products,1,,08/01/2019,1,"[Gresham Office Furniture|Gresham Office Furniture Limited, Platinum Park, Lynstock Way, Horwich, Bolton, BL6 4SA|NONE||No|No]",,04/02/2019,04/02/2021,"OpenOJEU ",
"003139968sm2018/254 (Non OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T11:49:45Z,"BREEAM/Well Performance Assessor - Openshaw","BREEAM/Well Performance Assessor - Openshaw",,,"North West","71300000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,20/03/2020,10/08/2018,NO,,Yes,No,No,Products,1,,08/01/2019,1,"[Scott Hughes|64 Jersey St, Manchester M4 6JW|NONE||Yes|No]",,22/03/2019,20/03/2020,"CompetitiveQuotationNonOJEU ",
"003139968sm2018/244 (Non OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T11:41:44Z,"LTE Group - Principal Designer and Client Adviser, Lot 1 - Openshaw","LOT 1: Openshaw - Civil, Structural and Highways Engineer",,,"North West","71300000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,22/03/2022,06/04/2018,NO,,No,No,No,Products,1,,19/11/2018,1,"[Rider Levett Bucknall|1 King St,
Manchester,
M2 6AW|NONE||No|No]",,22/03/2019,22/03/2022,"CompetitiveQuotationNonOJEU ",
"003139968sm2018/243 (Non OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T11:35:47Z,"LTE Group - Principal Designer and Client Adviser, Lot 2 - City Centre","LTE Group - Principal Designer and Client Adviser, Lot 2 - City Centre",,,"North West","71300000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,22/03/2022,06/04/2018,NO,,Yes,No,No,Services,1,,19/11/2018,1,"[Rider Levett Bucknall|1 King St,
Manchester,
M2 6AW|NONE||No|No]",,22/03/2019,22/03/2022,"CompetitiveQuotationNonOJEU ",
"003139968sm2018/246 (OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T11:08:17Z,"LOT 1: Openshaw - Civil, Structural and Highways Engineer","LOT 1: Openshaw - Civil, Structural and Highways Engineer",,,"North West","71300000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,22/03/2022,27/04/2018,NO,,Yes,No,No,Services,1,,26/09/2018,1,"[BDP|11 Ducie St, Manchester M1 2JB|NONE||Yes|No]",,22/03/2019,22/03/2022,"RestrictedOJEU ",
"003139968sm2018/241 (OJEU)",Contract,"The Manchester College",Awarded,2019-03-18T10:54:56Z,"LTE Group -MEP Engineer, Lot 1, City Centre","MEP Engineer, Lot 1, City Centre",,,"North West","71315000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,22/03/2019,22/03/2022,27/04/2018,NO,,Yes,No,No,Services,1,,18/09/2018,1,"[BDP|BDP 11 Ducie Street Piccadilly Basin Manchester M1 2JB United Kingdom|NONE||Yes|No]",,22/03/2019,22/03/2022,"OpenOJEU ",
"003139968sm2018/260 (via CCS Framework)",Contract,"The Manchester College",Awarded,2019-03-18T10:20:11Z,"Email Security Solution","Email Security Solution",,,"North West","03000000 48000000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,11/09/2018,10/09/2020,10/09/2018,NO,,No,No,No,Products,1,,10/09/2018,1,"[CDW|8th Floor 
The Peninsula 
Victoria Place 
Manchester  
M4 4EW|NONE||No|No]",,11/09/2018,10/09/2020,"CallOffFromFrameworkAgreement ",
"003139968sm2018/256 (via CPC framework)",Contract,"The Manchester College",Awarded,2019-03-18T10:05:02Z,"75 Inch Interactive Screens","75 Inch Interactive Screens",,,"North West","30200000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,13/08/2018,13/08/2019,07/08/2018,NO,,Yes,No,No,Products,1,,10/08/2018,1,"[IDNS|IDN Supplies Ltd
1 B Springfield Court
Summerfield Road
Bolton
Greater Manchester
BL3 2NT|NONE||Yes|No]",,13/08/2018,13/08/2019,"CallOffFromFrameworkAgreement ",
"003139968SM2018/251 (via CCS Framework)",Contract,"The Manchester College",Awarded,2019-03-18T09:49:16Z,"Insurance Renewal","Insurances Services",,,"North West","66000000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,01/08/2018,31/07/2021,12/06/2018,NO,,No,No,No,Products,1,,31/07/2018,1,"[Zurich|Norfolk House, 7 Norfolk St, Manchester M2 1ZU|NONE||No|No]",,01/08/2018,31/07/2021,"CallOffFromFrameworkAgreement ",
"TMC 003139968SM100/2",Contract,"The Manchester College",Awarded,2017-06-13T12:25:08Z,"PROVISION OF DESIGN TEAM SERVICES OPENSHAW, HARPURHEY AND WYTHENSHAWE DEVELOPMENTS","This appointment will incorporate the required schedule of services for the following Core Design roles:

Architect and Lead designer (including 3D images and fly-through)

Planning Consultant

Landscape Architect

Civil, Structural and Highways Engineer

Building Services Engineer

BREEAM Assessor",,"M11 2WH",,"71220000 ",,smaloney@ltegroup.co.uk,"The LTE Group, The Manchester College, Openshaw Campus,",,Manchester,"M11 2WH",England,,,,"https://procontract.due-north.com ","Latest Information",17/04/2017,29/03/2018,22/02/2017,YES,"TMC 003139968SM100",Yes,No,No,Services,20000000,,31/05/2017,0,"[IBI Group UK Ltd|One Didsbury Point, 
2 The Avenue, 
Didsbury, 
Manchester, 
M20 2EY|||No|No]",,13/06/2017,13/06/2020,"Open ",
003139968SM88/2,Contract,"THE MANCHESTER COLLEGE",Awarded,2017-04-18T12:50:35Z,"OPEN PROCEDURE FOR PROVISION OF AN EXTERNAL AUDIT SERVICE - Auditing services - 79212000","The primary role of External Audit Service Provider is to report on the financial statements of The LTE Group and to carry out whatever examination of the statements, and the underlying records and control systems, is necessary to reach their opinion on the statements. External Audit Service Providers reports should also state whether, in all material respects, recurrent and specific grants from HEFCE (and other bodies and restricted funds where appropriate) have been properly applied for the purposes provided, and in accordance with the institution's Financial Memorandum with HEFCE; in other words, that the conditions of grant have been met.

Auditing services - 79212000",,"M11 2WH",,"79212000 ","Mr Stewart Maloney",smaloney@ltegroup.co.uk,"The Manchester College","Whitworth House, Ashton Old Road, Openshaw",Manchester,"M11 2WH",England,,www.ltegroup.co.uk,,"https://procontract.due-north.com ","The tender documents are accessible electronically, at https://procontract.due-north.com  The documents must be downloaded, completed, and re-uploaded to the tender portal, together with all other documents specified in the tender document, by noon, on 03 February 2017.
If you have any queries regarding the tender, please use the messaging facility on the tender portal. Correspondence sent elsewhere, or by any other means, may not be responded to.
If you have any difficulties with the tender portal, please report these to the host, Due North. Contact details are on the tender portal.",17/03/2017,16/03/2020,06/02/2017,YES,"TMC 003139968SM88",Yes,No,No,Services,46995,,18/04/2017,0,"[PwC LLP|Manchester|||No|No]",,19/04/2017,31/03/2020,"Open ",
