"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
16-N093,Contract,"DURHAM COUNTY COUNCIL",Awarded,2017-03-29T13:44:04Z,"Local Government Association Membership Subscription","Local Government Association Membership Scheme Subscription Renewal",,,"North East","79980000 ","Rob Huck",rob.huck@durham.gov.uk,"County Hall",,Durham,"DH1 5UL",England,"03000 265430",,,,,01/04/2017,31/03/2018,30/03/2017,NO,,No,No,No,NotApplicable,85026,85026,29/03/2017,85026,"[Local Government Association|Local Government House
Smith Square 
London
SW1P 3HZ|||No|No]",,01/04/2017,31/03/2018,"NegotiatedWithoutCompetition ",
BIP383778225,Contract,"Local Government Association",Awarded,2019-03-14T14:12:02Z,"GB-London: 21st Century Public Servant facilitation for local authorities","research, consultancy  and facilitation services for local authorities",,,"Any region","73000000 ","Alison Edwards",alison.edwards@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=383778225 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/03/2019,31/03/2020,28/02/2019,NO,,No,Yes,No,Services,20250,,28/02/2019,20250,"[Liz McQue|1st Floor  
        264 Manchester Road,
        Warrington
         WA1 3RB|NONE||No|No]","Liz McQue",01/03/2019,31/03/2020,"Open ",
BIP356522243,Contract,"Local Government Association",Awarded,2018-11-06T15:54:06Z,"GB-London: EnAble fund administrator","We are looking for a supplier to administer a fund to increase the rate of participation by disabled people as candidates in local elections, thereby enhancing the chances of improving the level of representation of disabled people as elected office-holders.",,,"Any region","79411000 ","Michael Barrett",michael.barrett@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643162,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=356522243 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",19/11/2018,01/05/2020,05/11/2018,NO,,No,Yes,No,Services,75000,,05/11/2018,75000,"[Disability Rights UK|Plexal, 14 East Bay Lane  
        Here East  
        Queen Elizabeth Olympic Park  
        London
        E20 3BS|NONE||No|No]","Tony Stevens",19/11/2018,01/05/2020,"Open ",
BIP503679121,Contract,"Local Government Association",Awarded,2020-06-25T10:30:36Z,"GB-london: Procurement of assessment resources for cohort 23 of the National Graduate Development Programme (ngdp)","Services required 
      The LGA are seeking to procure the following resources for the ngdp recruitment process:
      Stage One: 
      a)Online ability/assessment tests
      b)A bespoke Situational Judgement Questionnaire (SJQ)
      Stage Two: 
      c)A video interview platform 
      Stage Three: 
      d)Assessment centre materials",,,"Any region","80000000 ","Helen Reeves",helen.reeves@local.gov.uk,"Local Government House","Smith Square",London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=503679121 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",29/06/2020,14/06/2021,24/06/2020,NO,,No,Yes,No,Services,41500,,24/06/2020,41500,"[Graduate Recruitment Bureau Ltd|4 Clifton Mews
         Clifton Hill
         Brighton.
         BN1 3HR|NONE||No|No][Penna PLC|Millenium Bridge House
         2 Lambeth Hill  
        London
        EC4V 4BG|NONE||No|No][Shine Interview Limited|Evolve  
        Rainton Bridge Business Park
        Houghton le Spring Tyne and Wear 
        DH4 5QY|NONE||No|No][Gradcore Ltd|22 Paradise Square 
        Sheffield
        S1 2DE|NONE||No|No]","Jenny Austin",29/06/2020,14/06/2021,"Restricted ",
BIP443328480,Contract,"Local Government Association",Awarded,2019-10-31T14:00:50Z,"GB-London: Improving Practice and building capacity in councils in 2019/2020","The LGA wishes to commission an external, independent organisation to research and identify the OD skills and capacity within councils in England, identify the gap, share OD good practice and develop a library of OD resources, ideally on-line, freely accessible to all councils and owned by the LGA. 
      
      The maximum budget for this work is £25,000 exclusive of VAT",,,"Any region","73110000 ","Nigel Carruthers",nigel.carruthers@local.gov.uk,"Local Government House","Smith Square",London,"SW1P 3HZ",UK,07766251642,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=443328480 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/11/2019,31/03/2020,30/10/2019,NO,,No,Yes,No,Services,25000,,30/10/2019,25000,"[North West Employers|6Th Floor, 
        Delphian House
        Salford
        M3 5AX|NONE||No|No]","Kash Haroon",01/11/2019,31/03/2020,"Open ",
BIP414674926,Contract,"Local Government Association",Awarded,2019-07-17T11:20:05Z,"GB-London: Provision of a video interview platform for the national graduate development programme","As part of the LGA's managerial leadership offer, the LGA wishes to receive bids from individuals, sole traders or companies to provide the services necessary for the national graduate development programme to use video interviewing as part of its candidate assessment process. Delivery and any necessary integration of the final product is expected no later than 30 November 2019.",,,"Any region","30211300 ","Alison Edwards",alison.edwards@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=414674926 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/08/2019,31/03/2020,16/07/2019,NO,,No,Yes,No,Services,8400,,16/07/2019,8400,"[Shine Interview Ltd|Evolve
        Rainton Bridge Business Park
        Cygnet Way
        Houghton Le Spring
        DH45QY|NONE||No|No]","Laura Anderson",01/08/2019,31/03/2020,"Open ",
BIP414069117,Contract,"Local Government Association",Awarded,2019-07-15T14:20:05Z,"GB-London: LGA Leader's Programme","The Leaders Programme has proven to provide a unique opportunity for council leaders (including mayors) to develop their own capacity, knowledge and networks, as well as to lead change within the sector.
      
      The programme will be facilitated throughout, with the supplier's chosen facilitators taking responsibility for the design and delivery of the modular programme, with input from the LGA's Principal Adviser for Leadership",,,"Any region","80510000 ","Alison Edwards",alison.edwards@local.gov.uk,"18 Smith Square",Westminster,London,"SW1P 3HZ",UK,02076653857,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=414069117 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",29/07/2019,31/03/2020,14/07/2019,NO,,No,Yes,No,Services,18750,,14/07/2019,18750,"[AHA Consultancy ltd|AHA Consultancy Ltd
        127 High St
        Berkhamsted
        HP4 2DJ|NONE||No|No]","Andrew Holder",29/07/2019,31/03/2020,"Open ",
BIP396900251,Contract,"Local Government Association",Awarded,2019-05-14T10:23:07Z,"GB-London: Provision of promotional services for the national graduate development programme","As part of the LGA's managerial leadership offer, the LGA wishes to receive bids from agencies or organisations to provide the services necessary to promote the national graduate development programme, reaching current university students and graduates to encourage them to apply for the programme. The ngdp is looking primarily for online services, with a secondary interest in print services. Services will be required from the date ngdp applications open in September 2019 until applications close in January 2020.",,,"Any region","79342000 ","Alison Edwards",alison.edwards@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=396900251 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/09/2019,31/01/2020,13/05/2019,NO,,No,No,No,Services,6790,,13/05/2019,6790,"[GTI|The Fountain Building
        Howbery Park
        Benson Lane
        Wallingford
        OX10 8BA|NONE||No|No][Highfliers Publications|1 Pancras Sq
        London
        N1C 4AG|NONE||No|No]","Paul Berry",01/09/2019,31/01/2020,"Open ",
BIP383233907,Contract,"Local Government Association",Awarded,2019-03-12T13:48:02Z,"GB-London: Analysis of non-participation in the LGA's National Graduate Development Programme (ngdp)","commissioning of a report into non participating councils on ngdp",,,"Any region","73000000 ","Laura Wilson",laura.wilson@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076653864,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=383233907 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",11/03/2019,30/04/2019,08/03/2019,NO,,No,Yes,No,Services,11963,,08/03/2019,11963,"[Shared Intelligence|Europoint Centre
        5-11 Lavington St
        l
        SE1 0NZ|NONE||No|No]","Lisa McCance",11/03/2019,30/04/2019,"Open ",
BIP380168532,Contract,"Local Government Association",Awarded,2019-02-28T10:13:35Z,"GB-London: Consultancy to assist or provide the ngdp's diversity and equality review.","consultancy and research into engagement with national management development programme",,,"Any region","72224000 ","Anna Buttenshaw",anna.buttenshaw@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=380168532 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",28/02/2019,31/05/2019,26/02/2019,NO,,No,Yes,No,Services,23055,,26/02/2019,23055,"[Harris and Jones Consulting|8 Brangwyn Drive,
        Brighton
        BN1 8XD|NONE||No|No]","Amanda Harris",28/02/2019,31/05/2019,"Open ",
BIP377443045,Contract,"Local Government Association",Awarded,2019-02-15T13:27:02Z,"GB-London: Immersion event delivery for national graduate development programme graduation event","delivery of immersion session for graduates",,,"Any region","80000000 ","Helen Jenkins",helen.jenkins@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643068,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=377443045 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",06/06/2019,07/06/2019,14/02/2019,NO,,No,Yes,No,Services,8749,,14/02/2019,8749,"[Breckland Training Services|Walpole Loke,  
        Elizabeth House, 
        Dereham
         NR19 1EE|NONE||No|No]","Richard Wills",06/06/2019,07/06/2019,"Open ",
BIP370623140,Contract,"Local Government Association",Awarded,2019-01-16T16:43:14Z,"GB-London: Evaluation of the LGAs Apprenticeship Accelerator Programme 2018/19","The LGA are seeking to appoint an organisation to provide an independent evaluation of our national programme (AAP) by March 2019 with a headline report by end February 2019",,,"Any region","71621000 ","Nigel Carruthers",nigel.carruthers@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=370623140 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/02/2019,31/03/2019,15/01/2019,NO,,No,Yes,No,Services,18025,,15/01/2019,18025,"[Shared Intelligence|Europoint Centre
         5-11 Lavington St 
        London  
        SE1 0NZ|NONE||No|No]","Lisa McCance",01/02/2019,31/03/2019,"Open ",
BIP366083687,Contract,"Local Government Association",Awarded,2018-12-19T10:19:12Z,"GB-London: Facilitation and delivery of an employment skills session as part of the LGA's national graduate development programme","As part of the LGA's managerial leadership offer, the LGA wishes to receive bids from individuals, sole traders or organisations to provide the services necessary to help our national graduate development programme (ngdp) team deliver a session as part of a half day event focussing on careers. The session will be delivered on the afternoon of 19 February 2019 in central London.",,,"Any region","80000000 ","Alison Edwards",alison.edwards@local.gov.uk,"18 Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=366083687 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",01/01/2019,19/02/2019,18/12/2018,NO,,No,Yes,No,Services,900,,18/12/2018,900,"[Erica Sosna|8 Stangrave Hall 
        Bletchingley Road 
        Godstone,
         RH9 8NB|NONE||No|No]","Erica Sosna",01/01/2019,19/02/2019,"Open ",
BIP287426210,Contract,"Local Government Association",Awarded,2017-11-10T13:14:03Z,"GB-London: Provision of a video interview platform for the national graduate development programme","As part of the LGA's managerial leadership offer, the LGA wishes to receive bids from individuals, sole traders or companies to provide the services necessary for the national graduate development programme to use video interviewing as part of its candidate assessment process. Delivery and any necessary integration of the final product is expected no later than 30 November 2017",,,"Any region","79635000 ","Alison Edwards",alison.edwards@local.gov.uk,"Layden House","76-86 Turnmill Street,",London,"EC1M 5LG",UK,02076653857,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=287426210 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",31/12/2017,31/01/2018,09/11/2017,NO,,No,Yes,No,Services,7700,,09/11/2017,7700,"[Shine Interview Ltd|Evolve Business Centre 
        Rainton Bridge Business Park  
        Houghton-Le-Spring
        DH4 5QY|||No|No]","Pete Marshall",31/12/2017,31/01/2018,"Open ",
BIP201672718,Contract,"Local Government Association",Awarded,2016-05-12T07:30:03Z,"Tendering for Leadership Academy 2016","Design and delivery of development and training in 3 modules for senior elected members in England. The programme is a political leadership programme emphasising personal, political and leadership development.",,,"Any region","80500000 ",,alison.edwards@local.gov.uk,"Local Government House","Smith Square",London,"SW1P 3HZ",UK,+44206653857,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=201672718 ",,16/05/2016,31/07/2018,04/05/2016,NO,,Yes,No,No,Services,50000,100000,04/05/2016,270000,"[AHA Consultancy Ltd|127 HIGH STREET
Berkhamsted
HP4 2DJ|||No|No][New Leadership Foundation|46 The Hill
Sandbach
CW11 1HT|||No|No]",,16/05/2016,31/07/2018,"Restricted ",
BIP198805588,Contract,"The Local Government Association",Awarded,2016-04-15T08:42:03Z,"GB-London: on-line  software survey package.","The provision of an on-line software package that will meet the survey needs of the LGA Research Team as outlined in the specification enclosed as part of this tender exercise.",,,London,"48481000 48100000 ","Jonathan Evans",jonathan.evans@local.gov.uk,"Smith Square",,London,"SW1P 3HZ",UK,02076643000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=198805588 ","The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement. ",12/04/2016,11/04/2019,11/04/2016,NO,,No,No,No,Services,25305,,11/04/2016,25305,"[Confirmit Ltd|Floor 5, Blue Fin Building
110 Southwark Street 
London
SE1 0SU|||No|No]",,12/04/2016,11/04/2019," ",
21888,Contract,"North Tyneside Council",Awarded,2018-07-04T11:01:08Z,"Award of LGA Subscription 2018-19","AWARD ONLY OF:-  Local Government Authority Subscriptions. 
The aims of the LGA are informed by the priorities of the subscribing councils. 
The LGA supports the sector across a number of areas, including, the public service transformation agenda and sector led improvement",,,"Any region","75131000 ","Christine Bordoli",christine.bordoli@northtyneside.gov.uk,Quadrant,,NEWCASTLE-UPON-TYNE,NE270BY,England,01916435662,,,,,01/04/2018,31/03/2019,22/03/2018,NO,,No,Yes,No,Services,30593,,23/03/2018,30593,"[Local Government Association|Westminster
SW1P 3HZ
GB|NONE||No|No][Local Government Association|Westminster
SW1P 3HZ
GB|NONE||No|No]",,01/04/2018,31/03/2019,"Other Single Tender",
tender_203749/782329,Contract,"Public Health England",Awarded,2019-07-09T11:54:21Z,"PHE - Corporate - Interim Health Visitor Reporting Project Children 0-5 Years Public Health","Collection and provision to PHE of the universal health visiting service data for children's public health (0-5 years) and associated outcomes (breastfeeding and child development outcomes) from local authorities.",,,"Any region","75122000 ","Jade Palmer",Jade.Palmer@phe.gov.uk,"Manor Farm Road, Porton Down",,Salisbury,"SP4 0JG",England,"01980 619960",,,"https://phe.bravosolution.co.uk ",,15/07/2019,29/03/2024,02/07/2019,NO,,Yes,No,No,Services,0,,09/07/2019,40000,"[Local Government Association|18 Smith Square, London, Westminster, SW1P 3HZ, UNITED KINGDOM|NONE||No|No]","Stephen Richards",31/07/2019,30/07/2024,"OpenNonOJEU ",
LEEDSCITY001-DN436907-37934231,Contract,"Leeds City Council",Awarded,2019-09-26T13:39:52Z,"Social Care Digital Innovation Programme","Local Government Association (LGA) programme aimed at addressing problems in health and social care through the application of digital innovation.  The contract is for additional resource to complete the requirements of the programme within the programme timeframe. This encompasses a Discovery Phase using User Centred Design methodology to examine the issues that care homes in Leeds experience when a transfer of care takes place from a residential care setting to a hospital.",,,"Yorkshire and the Humber","85000000 ","Steven Young",steven.young@leeds.gov.uk,"Merrion House","Merrion Centre",Leeds,"LS1 3DL","United Kingdom",,http://www.leeds.gov.uk,,,,06/09/2019,29/09/2019,01/08/2019,NO,,No,No,No,NotSpecified,21700,21700,02/09/2019,21700,"[mHabitat|LS1 4JB|NONE||Yes|No]","Miss Zoe Limbert",06/09/2019,29/09/2019,"NotSpecified ",
