"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
DAR001-DN422928-54834539,Contract,"Darlington Borough Council",Awarded,2019-07-16T10:28:32Z,"P2019/1976/CS - Day Placement","P2019/1976/CS - Day Placement",,,"North East","85000000 ","Bronwyn Lilley",Bronwyn.Lilley@darlington.gov.uk,"Town Hall",Feethams,Darlington,"DL1 5QT","United Kingdom","+44 1325405498",http://www.darlington.gov.uk,,,,01/09/2018,01/07/2022,30/08/2018,NO,,Yes,No,No,Services,250412,250412,31/08/2018,250412,"[Witherslack Group|Lupton Tower, Lupton LA6 2PR|NONE||Yes|No]","Ms Fabia Cipolat",01/09/2018,01/07/2022,"DirectAward ",
DAR001-DN422924-23099862,Contract,"Darlington Borough Council",Awarded,2019-07-16T10:17:53Z,"P2019/1977/CS - Day Placement","P2019/1977/CS - Day Placement",,,"North East","85000000 ","Bronwyn Lilley",Bronwyn.Lilley@darlington.gov.uk,"Town Hall",Feethams,Darlington,"DL1 5QT","United Kingdom","+44 1325405498",http://www.darlington.gov.uk,,,,01/01/2019,01/07/2023,30/12/2018,NO,,Yes,No,No,Services,274992,274992,31/12/2018,274992,"[Witherslack Group|Lupton Tower, Lupton LA6 2PR|NONE||Yes|No]","Ms Fabia Cipolat",01/01/2019,01/07/2023,"DirectAward ",
DAR001-DN422919-84646522,Contract,"Darlington Borough Council",Awarded,2019-07-16T10:06:59Z,"P2019/1978/CS - Day Placement","P2019/1978/CS - Day Placement",,,"North East","85000000 ","Bronwyn Lilley",Bronwyn.Lilley@darlington.gov.uk,"Town Hall",Feethams,Darlington,"DL1 5QT","United Kingdom","+44 1325405498",http://www.darlington.gov.uk,,,,01/01/2018,01/07/2022,30/12/2017,NO,,Yes,No,No,Services,261896,261896,31/12/2017,261896,"[Witherslack Group|Lupton Tower, Lupton LA6 2PR|NONE||Yes|No]","Ms Fabia Cipolat",01/01/2018,01/07/2022,"DirectAward ",
DAR001-DN422733-26587399,Contract,"Darlington Borough Council",Awarded,2019-07-15T12:43:24Z,"P2019/1979/CS - Day Placement","P2019/1979/CS - Day Placement",,,"North East","85000000 ","Bronwyn Lilley",Bronwyn.Lilley@darlington.gov.uk,"Town Hall",Feethams,Darlington,"DL1 5QT","United Kingdom","+44 1325405498",http://www.darlington.gov.uk,,,,01/09/2018,01/07/2022,30/08/2018,NO,,Yes,No,No,Services,250412,250412,31/08/2018,250412,"[Witherslack Group|Kingfisher House, St John's Rd, Meadowfield, Durham DH7 8TZ|NONE||Yes|No]","Ms Fabia Cipolat",01/09/2018,01/07/2022,"DirectAward ",
DN373835,Contract,"NORTH EAST LINCOLNSHIRE COUNCIL",Awarded,2019-03-11T13:55:27Z,"Agency Placement for Residential - AP93","The contracts North East Lincolnshire Council negotiate and award can include personal data and special categories of personal data about identifiable individuals, the disclosure of which would breach the first Data Protection principle which requires that personal data is processed lawfully and fairly. To ensure compliance with Data Protection legislation, personal data and special categories of personal data where appropriate has been removed from the details we publish.  If you have any queries in relation to the contracts or the information we have removed, you can contact us on 01472 323018 to discuss this further.",,,"Yorkshire and the Humber","85000000 ","The Procurement People",procurement@nelincs.gov.uk,"Town Hall Square",,GRIMSBY,DN311HU,England,01472323018,,,,,15/05/2018,29/03/2020,14/05/2018,NO,,Yes,Yes,No,Services,495856,,14/03/2018,495856,"[WITHERSLACK GROUP LIMITED|Lupton Tower, Lupton, Carnforth, Lancashire, LA6 2PR|COMPANIES_HOUSE|03579104|No|No]",,15/05/2018,29/03/2020,"CallOffFromFrameworkAgreement ",
DN373818,Contract,"NORTH EAST LINCOLNSHIRE COUNCIL",Awarded,2019-03-11T13:47:19Z,"Agency Placement for Residential - AP91","The contracts North East Lincolnshire Council negotiate and award can include personal data and special categories of personal data about identifiable individuals, the disclosure of which would breach the first Data Protection principle which requires that personal data is processed lawfully and fairly. To ensure compliance with Data Protection legislation, personal data and special categories of personal data where appropriate has been removed from the details we publish. If you have any queries in relation to the contracts or the information we have removed, you can contact us on 01472 323018 to discuss this further.",,,"Yorkshire and the Humber","85000000 ","The Procurement People",procurement@nelincs.gov.uk,"Town Hall Square",,GRIMSBY,DN311HU,England,"01472 323018",,,,,30/05/2018,14/02/2021,29/05/2018,NO,,Yes,Yes,No,Services,738420,,29/05/2018,738420,"[WITHERSLACK GROUP LIMITED|Lupton Tower, Lupton, Carnforth, Lancashire, LA6 2PR|COMPANIES_HOUSE|03579104|No|No]",,30/05/2018,14/02/2021,"Other Direct award based on individual needs",
DN200570,Contract,"NORTH EAST LINCOLNSHIRE COUNCIL",Awarded,2019-02-21T11:32:27Z,"Agency Placement for Education - AP1","The contracts North East Lincolnshire Council negotiate and award can include personal data and special categories of personal data about identifiable individuals, the disclosure of which would breach the first Data Protection principle which requires that personal data is processed lawfully and fairly. To ensure compliance with Data Protection legislation, personal data and special categories of personal data where appropriate has been removed from the details we publish. 
If you have any queries in relation to the contracts or the information we have removed, you can contact us on 01472 323018 to discuss this further.",,,"Yorkshire and the Humber","85000000 ","The Procurement People",procurement@nelincs.gov.uk,"Town Hall Square",,GRIMSBY,DN311HU,England,"01472 323018",,,,,28/02/2016,30/06/2018,27/02/2016,NO,,Yes,Yes,No,Services,350000,,27/02/2016,350000,"[WITHERSLACK GROUP OF SCHOOLS LIMITED|Lupton Tower
CARNFORTH
LANCASHIRE
LA6 2PR
GB|COMPANIES_HOUSE|03167972|No|No]","Fabia Cipolat",28/02/2016,30/06/2018,"CallOffFromFrameworkAgreement ",
DAR001-DN374439-39843960,Contract,"Darlington Borough Council",Awarded,2018-11-01T12:04:47Z,"P2018/1691/PE - Day Placement within an independent school for pupils with SEMH","P2018/1691/PE - Day Placement within an independent school for pupils with SEMH",,,"North East","85000000 ","Bronwyn Lilley",bronwyn.lilley@darlington.gov.uk,"Town Hall",,Darlington,"DL1 5QT",England,"+44 1325405498",http://www.darlington.gov.uk,,,"
Direct Award",10/09/2018,09/09/2019,08/09/2018,NO,,Yes,No,No,Services,62604,62604,09/09/2018,62604,"[Witherslack Group|LA6 2PR|NONE||No|Yes]","Mrs Fabia Cipolat",10/09/2018,09/09/2019,"DirectAward ",
NELINCS001-DN373835-30372538,Contract,"North East Lincolnshire Council",Awarded,2018-10-29T15:39:08Z,"Agency Placement for Residential - AP93","The contracts North East Lincolnshire Council negotiate and award can include personal and sensitive personal information about identifiable individuals, the disclosure of which would breach the first Data Protection principle which requires that personal data is processed fairly and lawfully. To ensure compliance with the first Data Protection principle, personal and sensitive personal information were appropriate has been removed for the details we publish. If you have any queries in relation to the contracts or the information we have removed, you can contact us on 01472 323018 to discuss this further.",,,"Yorkshire and the Humber","85000000 ","The Procurement People",procurement@nelincs.gov.uk,"Municipal Offices","Town Hall Square",Grimsby,"DN31 1HU","United Kingdom","+44 1472323018",http://www.nelincs.gov.uk/,,,,15/05/2018,29/03/2020,13/05/2018,NO,,Yes,No,No,Services,466567,466567,14/05/2018,466567.8,"[Witherslack Group|LA6 2PR|NONE||No|No]","Ms Fabia Cipolat",15/05/2018,29/03/2020,"Restricted ",
NELINCS001-DN373818-22726698,Contract,"North East Lincolnshire Council",Awarded,2018-10-29T15:17:04Z,"Agency Placement for Residential - AP91","he contracts North East Lincolnshire Council negotiate and award can include personal and sensitive personal information about identifiable individuals, the disclosure of which would breach the first Data Protection principle which requires that personal data is processed fairly and lawfully. To ensure compliance with the first Data Protection principle, personal and sensitive personal information were appropriate has been removed for the details we publish. If you have any queries in relation to the contracts or the information we have removed, you can contact us on 01472 323018 to discuss this further.",,,"Yorkshire and the Humber","85000000 ","The Procurement People",procurement@nelincs.gov.uk,"Municipal Offices","Town Hall Square",Grimsby,"DN31 1HU","United Kingdom","+44 1472323018",http://www.nelincs.gov.uk/,,,,30/05/2018,14/02/2021,28/05/2018,NO,,No,No,No,Services,738420,738420,29/05/2018,738420.24,"[Witherslack Group|LA6 2PR|NONE||Yes|No]","Ms Fabia Cipolat",30/05/2018,14/02/2021,"Restricted ",
ABDH-5T6XE6-ABDH-YNEZIL,Contract,"North East Lincolnshire Council",Awarded,2016-06-29T11:33:21Z,"Agency Placement for Residential Care - AP1","The contracts North East Lincolnshire Council negotiate and award can include personal and sensitive personal information about identifiable individuals, the disclosure of which would breach the first Data Protection principle which requires that personal data is processed fairly and lawfully. To ensure compliance with the first Data Protection principle, personal and sensitive personal information were appropriate has been removed for the details we publish. If you have any queries in relation to the contracts or the information we have removed, you can contact us on 01472323018 to discuss this further.",,"DN31 1HU","Yorkshire and the Humber","85000000 80000000 ","The Procurement People",commercialservices@nelincs.gov.uk,"Municipal Offices","Town Hall Square",Grimsby,"DN31 1HU",UK,"01472 323018",,,,,28/02/2016,31/07/2018,26/02/2016,NO,,Yes,Yes,No,Services,0,,28/02/2016,350000,"[Witherslack Group|Lupton Tower, Lupton, Via Carnforth, LA6 2PR, Lancashire|||No|No]",,28/02/2016,31/07/2018,"Open ",
LEEDSCITY001-DN201548-46678289,Contract,"Leeds City Council",Awarded,2017-03-31T14:31:38Z,"White Rose Special Educational Needs (SEN) School and College Placements Framework","White Rose Special Educational Needs (SEN) School and College Placements Framework",,,"Yorkshire and the Humber","85300000 ","Paul Doherty",paul.1.doherty@leeds.gov.uk,"St George House","2nd Floor, 40 Great George Street",Leeds,"LS1 3DL",England,"+44 1133785904",http://www.leeds.gov.uk,,"https://procontract.due-north.com/Advert?advertId=48c1fa3d-f18e-e611-8114-000c29c9ba21 ",,01/04/2017,31/03/2019,10/10/2016,NO,,No,No,No,Services,40000000,40000000,31/03/2017,40000000,"[Birtenshaw|Darwen Road, Bromley Cross, Bolton BL7 9AB|||No|No][Cambian Childcare Ltd|Pinnacle House, 2 Oakwood Square, Cheadle Royale SK8 3SB|||No|No][Cambian Education Services Ltd|3 Bun Hill Row, London EC1Y 8YZ|||No|No][Hesley Group|Hesley Hall, Tickhill, Doncaster DN11 9HH|||No|No][Hillcrest Children's Services Ltd|Langstone Gate, Solent Road, Havant, Hampshire PO9 1TR|||No|No][Holly Bank Trust - Willow Court|Far Common Road, Mirfield WF14 0DQ|||No|No][Horton Education & Care|75 Thwaite Street, Cottingham, HU16 4RD|||No|No][Kedleston Schools|G20 Lakeside House, 1 Furzeground Way, London UB11 1BD|||No|No][Kisimul Group Ltd|The Old Vicarage, 61 High Street, Swinderby, LN6 9LU|||No|No][Linkage Community Trust|West Central Business Park, Runcorn Road, Lincoln LN6 3QP|||No|No][The National Autistic Society|393 City Road, Islington, London EC1V 1NG|||No|No][Options Group|Turnpike Gate House, Alcester Heath, Alcester B49 5JG|||No|No][Priory Group|80 Hammersmith Road, London W14 8UD|||No|No][The William Henry Smith School|Boothroyd Lane, Brighouse HD6 3JW|||No|No][Witherslack Group|Lupton Tower, Lupton, Carnforth LA6 2PR|||No|No][Young Foundations|2nd Floor Southwood House, Greenwood Business Park, Regent Road, Salford, Greater Manchester M5 4QH|||No|No][SENAD|1 St Georges House, Vernon Gate, Derby DE56 0PR|||No|No][Acorn Care & Education|1 Merchants Place, River Street, Bolton BL2 1BX|||No|No][Doncaster Deaf Trust|Leger Way, Doncaster DN2 6AY|||No|No]",,01/04/2017,31/03/2019,"Open ",
LEEDSCITY001-DN358666-37862097,Contract,"Leeds City Council",Awarded,2019-08-01T10:56:30Z,"White Rose - Children Looked After Residential Electronic Marketplace (EMP)","White Rose - Children Looked After Residential Electronic Marketplace (EMP)",,,"Yorkshire and the Humber","85000000 ","Paul Doherty",paul.1.doherty@leeds.gov.uk,"St George House","2nd Floor, 40 Great George Street",Leeds,"LS1 3DL",England,"+44 1133785904",http://www.leeds.gov.uk,,"https://procontract.due-north.com/Advert?advertId=f1882668-b466-e911-80f7-005056b64545 ",,01/08/2019,31/07/2029,12/06/2019,NO,,No,No,No,Services,1100000000,1100000000,31/07/2019,1100000000,"[Absolute Children's Services Limited|DN9 1DB|NONE||No|No][Acorn Care & Education Limited|BL2 1BX|NONE||No|No][Care 4 Children Residential Services Limited|SK6 2SR|NONE||No|No][Care Today|SK2 6LF|NONE||No|No][CareTech Community Services Limited|EN6 1AG|NONE||No|No][Catholic Care (Diocese of Leeds)|LS6 2BR|NONE||No|No][Compass Children's Home Limited|LE11 3GE|NONE||No|No][Dragonfly Children's Services Limited|HU17 8EU|NONE||No|No][Happy Group (UK) Limited|LE1 7LF|NONE||No|No][Harmony Children's Services|LS1 2RX|NONE||No|No][Hexagon Care Services|PR2 2YQ|NONE||No|No][Hillcrest Children's Services Limited|B49 5JG|NONE||No|No][Homes 2 Inspire Limited|BR1 1LT|NONE||No|No][Horizon Care & Education Group Limited|WS11 0LG|NONE||No|No][Horton Education & Care|HU5 4ED|NONE||No|No][Inspire Social Care Services|WA10 1GJ|NONE||No|No][Kedleston Schools|UB8 2FX|NONE||No|No][Keys PCE Limited|B63 4AH|NONE||No|No][Meadows Care Limited|OL12 9EN|NONE||No|No][New Horizons (Stockport) Limited|SK7 3DQ|NONE||No|No][Priory Education Services Limited|W14 8UD|NONE||No|No][Progressive Care|S9 2AE|NONE||No|No][Reflexions Care Group Limited|SY4 3DH|NONE||No|No][ROC Northwest|EN6 1AG|NONE||No|No][St Hill Establishments Limited|HU5 1LH|NONE||No|No][The Caldecott Foundation|TN25 6SP|NONE||No|No][Timeout Children's Homes Limited|HX6 4DH|NONE||No|No][Treehouse Care Fostering Solutions Limited|DN31 3ER|NONE||No|No][Twenty Four-Seven|N13 4TN|NONE||No|No][Witherslack Group|LA6 2PR|NONE||No|No]",,01/08/2019,31/07/2029,"Restricted ",
LEICSCC001-DN438659-92859318,Contract,"Leicestershire County Council",Awarded,2020-02-14T00:00:00Z,"Leicestershire's Children and Families Services Gateway2Resources (G2R) - Residential & Fostering Placements","Leicestershire County Council (LCC) is asking Providers to join a Dynamic Purchasing System (DPS) to supply Residential and Foster Care placements to Leicestershire's Looked After Children (LAC).
The Council wishes to work collaboratively with Providers to ensure that placement requirements for Leicestershire's LAC cohort can meet demand and need. We are requesting that providers apply to join the DPS and work with the Council's vision to ensure that Leicestershire children and young people can live locally and are offered high quality, value for money placements.",,,"Any region","85000000 ",,CFSCommissioningSupport@leics.gov.uk,"County Hall","Leicester Road Glenfield",Leicester,"LE3 8RA",England,,http://www.leicestershire.gov.uk,,,,01/02/2020,31/01/2022,18/11/2019,NO,,Yes,Yes,No,Services,491000000,491000000,06/01/2020,491000000,"[Total Care Matters Limited|ng2 2er|NONE||Yes|No][TJunction Children's Services|LE4 3EL|NONE||Yes|No][The Caldecott Foundation|TN25 6SP|NONE||Yes|No][Witherslack Group|LA6 2PR|NONE||No|No][Fusion Fostering Ltd|TA3 6BY|NONE||Yes|No][Heath Solo Limited|WA14 1PF|NONE||Yes|No][Casaegis Ltd|LE2 5QD|NONE||Yes|No][Kedleston Schools|UB8 2FX|NONE||No|No][Leicester YMCA|LE1 6EY|NONE||Yes|Yes][Footsteps to Futures|NG3 2BB|NONE||Yes|No][Horizon Care and Education Group Limited|WS11 0LG|NONE||No|No][Homes 2 Inspire Ltd|BR1 1LT|NONE||No|No][Interpid Care & Support|le3 9fa|NONE||Yes|Yes][Meadows Care Ltd.|OL12 9EN|NONE||Yes|No][Care Today|SK2 6LR|NONE||No|No][Nottinghamshire YMCA|NG1 3FB|NONE||Yes|Yes][New Horizons (NW) Ltd|PR2 2YP|NONE||Yes|No][Blue Mountain Homes Limited|DE24 8GX|NONE||Yes|No][Inspirations Leicestershire|LE2 5DP|NONE||Yes|No][Keys PCE Limited|B63 4AH|NONE||No|No][Praxis Care|BT9 7AA|NONE||No|Yes][Salutem LD BidCo IV Limited, trading as Ambito Care and Educatio|SL4 1EG|NONE||No|No][Compass Community Limited|LE11 3GE|NONE||Yes|No][Bryn Melyn Care Ltd|TF1 6QJ|NONE||No|No][Friends Therapeutic Community Trust|CB21 4QH|NONE||Yes|No][4 Pure Heart Limited|WA14 5NQ|NONE||Yes|Yes][Amberleigh Care|SY21 9AF|NONE||Yes|No][BeaconChildcare Ltd|GL50 3AT|NONE||Yes|No][Quality Protects Children Ltd|L36 9XB|NONE||Yes|No][Heathcotes|S417Xd|NONE||No|No][Acorn Care and Education Limited|BL2 1BX|NONE||No|No][Esland|DE56 0RN|NONE||No|No][Resolute Care LTD|NG1 5FS|NONE||Yes|No][CareTech Community Services Ltd|EN6 1AG|NONE||No|Yes][Happy Group (UK) Limited|LE1 7LF|NONE||Yes|No][Semi-Independent House Ltd|PE4 6HZ|NONE||Yes|No][Parallel Parents|SK2 6LR|NONE||Yes|Yes][Barnardo's|IG6 1QG|NONE||No|No][Foster Care Associates|B60 4AD|NONE||No|Yes][Capstone Foster Care (South East) Ltd|B38 8SD|NONE||Yes|No][The National Fostering Agency Ltd|UB8 2AE|NONE||No|No][Active Care Solutions Limited|B60 4AD|NONE||Yes|No][Credo Care Ltd|TN29 9AN|NONE||Yes|No][Foster Care Link Ltd|N16 6AA|NONE||Yes|No][UK Fostering|DA1 1DJ|NONE||Yes|No][By the Bridge Limited|ME9 8JE|NONE||Yes|No][Orange Grove Fostercare Ltd|B61 7DL|NONE||Yes|No][The Children's Family Trust|B60 4DJ|NONE||Yes|No][Integrated Services Programme (ISP)|ME 10 1GL|NONE||Yes|No][Fosterplus Ltd|B61 7DL|NONE||Yes|No][Child Care Bureau Ltd|WR2 6NJ|NONE||Yes|No][Nexus Fostering|HA1 3EX|NONE||Yes|No][Anchor Foster Care Services|ME7 4ES|NONE||Yes|No][Regional Foster Placements|NG12 2JP|NONE||Yes|No][Jay Fostering|LE8 6EP|NONE||Yes|No][The Foster Care Co-operative|WR14 1GF|NONE||Yes|No][Clifford House Fostering|HR6 0LA|NONE||Yes|No][Anglia Fostering Agency Ltd|NR7 0TA|NONE||Yes|No][Acorn Fostering Services Ltd|LE1 3BD|NONE||Yes|No][Treehouse Care Fostering Solutions Ltd|DN32 9DZ|NONE||Yes|No][Fostering People Ltd|NG2 7QW|NONE||Yes|Yes][Sunbeam Fostering Agency Limited|SL3 6EZ|NONE||Yes|No][HOPE Fostering Services|NG7 3EN|NONE||Yes|No]","Mr Nasir Hyder",01/02/2020,31/01/2030,"Open ",
