"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
tender_140525/576998,Contract,"Defra Network eTendering Portal",Awarded,2017-04-04T11:59:31Z,"Air Quality Forecasting","DEFRA is required under the Air Quality Directive (2008/50/EC) to provide a daily Air Quality forecast for the purposes of public information.
 DEFRA wishes to engage the Met Office to provide a daily Air Quality forecast to the Data Dissemination Unit (DDU) for public dissemination.",,,"Any region","90731100 71351610 71351611 90700000 ",,Network.Procurement@defra.gsi.gov.uk,DEFRA,,London,"SW1P 3JR",England,,,,,"
Please note that Defra procurement uses e-tendering, provided by Bravosolutions. In order to access the Bravo system you will need to be registered.
Could I therefore request that you register on the Bravo portal for Defra.
If you're already registered on the Bravo portal please check that your registration includes Defra, as you have to specify us in order to correctly receive the tender documents.
If you have any problems with the registration process, please contact the Bravo helpline on 0800 368 4850 or alternatively email them at help@bravosolution.co.uk. The link you require for new registration/amendments to registrations is -
https://defra.bravosolution.co.uk",04/04/2017,31/03/2018,01/03/2017,NO,,Yes,Yes,No,Services,45277,,22/03/2017,45277.72,"[Met Office|FitzRoy Road, Exeter, DEVON, EX1 3PB, UNITED KINGDOM|||No|No]",,04/04/2017,31/03/2018,"AwardWithoutPriorPublication ",
P102965,Contract,"MET OFFICE",Awarded,2017-04-20T15:21:28Z,"Scientific met. instruments","Scientific met. instruments",,,"South West","38000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102965_REDACT_Redacted.pdf ",,,31/01/2017,08/03/2017,30/01/2017,NO,,Yes,No,No,Products,13520,,30/01/2017,13520,"[Photonic Solutions LTD|Unit 2.2,
Quantum Court,
Heriot-Watt University Research Park,
Edinburgh,
EH14 4AP|||No|No]",,31/01/2017,08/03/2017,"Other ",
P104062,Contract,"MET OFFICE",Awarded,2018-02-16T14:12:31Z,"Office Furniture","Office Furniture",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,"P104062_REDACT_Redacted.pdf ",,,24/10/2017,31/12/2017,23/10/2017,NO,,Yes,No,No,Products,14778.86,,23/10/2017,14778.86,"[RAINBOW OFFICE DESIGN LIMITED|22 Palace Gates Road
N22 7BN
GB|COMPANIES_HOUSE|04090465|Yes|No]",,24/10/2017,31/12/2017,"CompetitiveQuotationNonOJEU ",
P103686,Contract,"MET OFFICE",Awarded,2017-11-02T18:16:38Z,"Office Refurbishing","Office Refurbishing",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Rd",,Exeter,"EX1 3PB",England,,,"P103686_REDACT_Redacted.pdf ",,,07/07/2017,06/09/2017,06/07/2017,NO,,Yes,No,No,Products,10446.96,,06/07/2017,10446.96,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||Yes|No]",,07/07/2017,06/09/2017,"SingleTenderActionNonOJEU ",
P103034,Contract,"MET OFFICE",Awarded,2017-05-15T17:01:32Z,"Office Furniture","Office Furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P103034_REDACT_Redacted.pdf ",,,13/02/2017,24/02/2017,10/02/2017,NO,,Yes,No,No,Products,55341.24,,10/02/2017,55341.24,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,13/02/2017,24/02/2017,"Other ",
P103017,Contract,"MET OFFICE",Awarded,2017-05-15T16:47:43Z,"Office Furniture","Office Furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P103017_REDACT_Redacted.pdf ",,,09/02/2017,20/02/2017,08/02/2017,NO,,Yes,No,No,Products,26997.76,,08/02/2017,26997.76,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace, 
London,
N22 7BN|||No|No]",,09/02/2017,20/02/2017,"Other ",
P102939,Contract,"MET OFFICE",Awarded,2017-04-19T14:15:06Z,"Office Furniture","Office furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102939_REDACT_Redacted.pdf ",,,26/01/2017,16/03/2017,25/01/2017,NO,,Yes,No,No,Products,41581,,25/01/2017,41581,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,26/01/2017,16/03/2017,"Other ",
P102906,Contract,"MET OFFICE",Awarded,2017-04-17T15:59:16Z,"Office furniture","Office furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102906_REDACT_Redacted.pdf ",,,20/01/2017,27/01/2017,19/01/2017,NO,,Yes,No,No,Products,54519.48,,19/01/2017,54519.48,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace, 
London,
N22 7BN|||No|No]",,20/01/2017,27/01/2017,"Other ",
P102510,Contract,"MET OFFICE",Awarded,2017-01-31T15:16:24Z,"Office furniture","Office furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102510_REDACT_Redacted.pdf ",,,01/11/2016,08/11/2016,31/10/2016,NO,,Yes,No,No,Products,28111,,31/10/2016,28111,"[Rainbow office design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,01/11/2016,08/11/2016,"Other ",
P102440,Contract,"MET OFFICE",Awarded,2017-01-09T22:43:49Z,"Office Furniture","Office Furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102440_REDACT_Redacted.pdf ",,,17/10/2016,26/10/2016,16/10/2016,NO,,Yes,No,No,Products,15273.83,,16/10/2016,15273.59,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London, 
N22 7BN|||No|No]",,17/10/2016,26/10/2016,"Other ",
P102425,Contract,"MET OFFICE",Awarded,2017-01-09T22:17:57Z,"Office furniture","Office furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Rd",,Exeter,"EX1 3PB",England,,,"P102425_REDACT_Redacted.pdf ",,,14/10/2016,26/10/2016,13/10/2016,NO,,Yes,No,No,Products,26406.58,,13/10/2016,26406.58,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,14/10/2016,26/10/2016,"Other ",
P102334,Contract,"MET OFFICE",Awarded,2016-12-12T19:36:34Z,"Office Furniture","Office Furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102334_REDACT_Redacted.pdf ",,,26/09/2016,05/10/2016,25/09/2016,NO,,Yes,No,No,Products,32999.88,,25/09/2016,32999.88,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,26/09/2016,05/10/2016,"Other ",
P100919,Contract,"MET OFFICE",Awarded,2016-02-26T14:09:09Z,"Office furniture","Office furniture",,,"South West","39000000 ",.,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,Exeter,"EX1 3PB",England,,,"P100919_REDACT_Redacted.pdf ",,,14/12/2015,01/02/2016,14/12/2015,NO,,Yes,No,No,Products,138633.69,,14/12/2015,138633.69,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,14/12/2015,01/02/2016,"Other ",
P100918,Contract,"MET OFFICE",Awarded,2016-02-26T14:04:13Z,"Office furniture","Office furniture",,,"South West","39000000 ",.,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,Exeter,"EX1 3PB",England,,,"P100918_REDACT_Redacted.pdf ",,,14/12/2015,22/12/2015,14/12/2015,NO,,Yes,No,No,Products,141208.6,,14/12/2015,141208.6,"[Rainbow Office Design LTD|22 Palace Gates Road,
Alexandra Palace,
London,
N22 7BN|||No|No]",,14/12/2015,22/12/2015,"Other ",
P-100296,Contract,"MET OFFICE",Awarded,2015-10-01T14:41:39Z,"Office furniture","Office furniture",,,"South West","39000000 ",.,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,Exeter,"EX1 3PB",England,,,"P100296_REDACT.pdf ",,,21/07/2015,15/08/2015,21/07/2015,NO,,Yes,No,No,Products,36441.02,,21/07/2015,36441.02,"[Rainbow Office Design LTD|22 Palace Gates Road
Alexandra Palace
London
N22 7BN|||No|No]",,21/07/2015,15/08/2015,"Other ",
P100259,Contract,"MET OFFICE",Awarded,2015-08-18T15:02:50Z,"Office furniture","Office furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,Exeter,"EX1 3PB",England,,,"P100259_REDACT.pdf ",,,10/07/2015,17/07/2015,10/07/2015,NO,,Yes,No,No,Products,24562.74,,10/07/2015,24562.74,"[Rainbow Office Design LTD|22 Palace Gates Road
Alexandra Palace
London
N22 7BN|||No|No]",,10/07/2015,17/07/2015,"Other ",
P016216,Contract,"MET OFFICE",Awarded,2015-05-21T10:13:50Z,"Office furniture","Office furniture",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,Exeter,"EX1 3PB",England,,,"P016216_REDACT.pdf ",,,29/04/2015,03/06/2015,29/04/2015,NO,,Yes,No,No,Products,24814.33,,29/04/2015,24814.33,"[Rainbow Office Design LTD|22 Palace Gates Road
Alexandra Palace
London
N22 7BN|||No|No]",,29/04/2015,03/06/2015,"NotSpecified ",
P104836,Contract,"MET OFFICE",Awarded,2018-07-26T15:09:29Z,"Camborne Office Cleaning","Camborne Office Cleaning",,,"South West","90919200 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,20/04/2018,20/04/2019,30/03/2018,NO,,Yes,No,No,Services,10213.84,,19/04/2018,10213.84,"[Future Cleaning Services (SW) LTD|10A Trenant Industrial Estate,
Palmer's Way, 
Wadebridge,
Cornwall, 
PL27 6HB|NONE||Yes|No]",,20/04/2018,20/04/2019,"CompetitiveQuotationNonOJEU ",
P104067,Contract,"MET OFFICE",Awarded,2018-02-16T14:35:31Z,"Office refurbishments","Office refurbishments",,,"South West","45453100 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,"P104067_REDACT_Redacted.pdf ",,,25/10/2017,19/01/2018,24/10/2017,NO,,Yes,No,No,Works,30728.69,,24/10/2017,30728.69,"[Transform|Hercules House,
Badentoy Avenue,
Portlethen,
Aberdeen,
AB12 4YB|NONE||Yes|No]",,25/10/2017,19/01/2018,"CompetitiveQuotationNonOJEU ",
P102846,Contract,"MET OFFICE",Awarded,2017-03-15T14:50:22Z,"Office Furniture","Office Furniture",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"FitzRoy Road",,Exeter,"EX1 3PB",England,,,"P102846_REDACT_Redacted.pdf ",,,24/12/2016,16/01/2017,22/12/2016,NO,,Yes,No,No,Products,11720.62,,23/12/2016,11720,"[Senator International LTD|Skyke Side Road,
Altham Business Park,
Accrington,
Lancashire,
BB5 5YE|||No|No]",,24/12/2016,16/01/2017,"Restricted ",
P101205,Contract,"MET OFFICE",Awarded,2016-05-23T14:14:53Z,"Office furnishings","Office furnishings",,,"South West","39000000 ",.,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,Exeter,"EX1 3PB",England,,,"P101205_REDACT_Redacted.pdf ",,,15/02/2016,03/03/2016,15/02/2016,NO,,No,No,No,Products,18507,,15/02/2016,18507,"[Unicraft Flooring Contractors LTD|Unit 2,
Venture Centre,
Yeoford Way,
Exeter,
EX2 8LP|||No|No]",,15/02/2016,03/03/2016,"Other ",
P106594,Contract,"MET OFFICE",Awarded,2019-09-11T15:42:05Z,"Office Furniture","Contract awarded following further competition run under RM3812.",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,06/06/2019,04/07/2019,05/06/2019,NO,,Yes,No,No,Products,14978,,05/06/2019,14978,"[WAGSTAFF GROUP|12-15 WAGSTAFF CENTRE
WHARFESIDE 
ROSEMOUNT ROAD
WEMBLEY
HA0 4PE|NONE||Yes|No]",,06/06/2019,04/07/2019,"CallOffFromFrameworkAgreement ",
P106587,Contract,"MET OFFICE",Awarded,2019-09-11T15:20:28Z,"Office Furniture","Contract called off following further competition under Government Framework RM3812.",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,05/06/2019,05/07/2019,04/06/2019,NO,,Yes,No,No,Products,27830,,04/06/2019,27830,"[WAGSTAFF GROUP|12-15 THE WAGSTAFF CENTRE 
WHARFESIDE
ROSEMOUNT ROAD 
WEMBLEY 
HA0 4PE|NONE||Yes|No]",,05/06/2019,05/07/2019,"CallOffFromFrameworkAgreement ",
P106495,Contract,"MET OFFICE",Awarded,2019-08-05T14:00:31Z,"Office Furniture","Contract called off from Government framework RM3812.",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,09/05/2019,28/06/2019,08/05/2019,NO,,Yes,No,No,Products,14084,,08/05/2019,14084,"[WAGSTAFF GROUP|12-15 THE WAGSTAFF CENTRE
WHARFESIDE
ROSEMOUNT ROAD
WEMBLEY
HA0 4PE|NONE||Yes|No]",,09/05/2019,28/06/2019,"CallOffFromFrameworkAgreement ",
P106104,Contract,"MET OFFICE",Awarded,2019-05-13T14:23:36Z,"Office Furniture","Contract called off from Government Framework RM3812.",,,"South West","39000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/02/2019,29/03/2019,26/02/2019,NO,,Yes,No,No,Products,12000,,26/02/2019,12000,"[WAGSTAFF GROUP|12-15 THE WAGSTAFF CENTRE
WHARFESIDE
ROSEMOUNT ROAD
WEMBLEY, MIDDX
HA04PE|NONE||Yes|No]",,27/02/2019,29/03/2019,"CallOffFromFrameworkAgreement ",
P104822,Contract,"MET OFFICE",Awarded,2018-07-24T13:57:31Z,"Office Furniture","Contract called off from Government Framework Agreement RM3812.",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,18/04/2018,30/04/2018,17/04/2018,NO,,Yes,No,No,Products,12523.91,,17/04/2018,12523.91,"[Wagstaff Group|12-15 The Wagstaff Centre,
Wharfeside,
Rosemount Road, 
Wembley,
HA0 4PE|NONE||No|No]",,18/04/2018,30/04/2018,"CallOffFromFrameworkAgreement ",
P104313,Contract,"MET OFFICE",Awarded,2018-03-21T15:04:09Z,"Office Furniture","Contract called off from Government Framework Agreement RM3812",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,05/01/2018,15/01/2018,04/01/2018,NO,,Yes,No,No,Products,16993.32,,04/01/2018,16993.32,"[WAGSTAFF GROUP|12-15 The Wagstaff Centre,
Wharfeside,
Rosemount Road, 
Wembley,
HA0 4PE|NONE||No|No]",,05/01/2018,15/01/2018,"CallOffFromFrameworkAgreement ",
P104243,Contract,"MET OFFICE",Awarded,2018-03-16T13:34:08Z,"Office Furniture","Contract called off from Government Framework Agreement RM3812.",,,"South West","39130000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,12/12/2017,31/12/2017,11/12/2017,NO,,Yes,No,No,Products,26165,,09/12/2016,26165,"[WAGSTAFF GROUP|12-15 The Wagstaff Centre, 
Wharfeside,
Rosemount Road,
Wembley,
HA0 4PE|NONE||No|No]",,12/12/2017,31/12/2017,"CallOffFromFrameworkAgreement ",
P104159,Contract,"MET OFFICE",Awarded,2018-02-26T12:22:17Z,"External Audit","External Audit",,,"South West","79200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,16/11/2017,29/06/2018,15/11/2017,NO,,Yes,No,No,Services,58000,,15/11/2017,58000,"[National Audit Office|Buckingham Palace Road, Victoria
SW1W 9SH
GB|NONE||No|No]","Mark Fox",16/11/2017,29/06/2018,"SingleTenderActionNonOJEU ",
