"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
BIP382988118,Contract,"British Business Bank Plc",Awarded,2019-03-11T15:27:02Z,"GB-Sheffield: Identity authentication and bank account verification","Identity authentication and bank account verification for Start Up Loans loan applications",,,"Any region","48000000 ","Magdalena Dent",magdalena.dent@british-business-bank.co.uk,"Steel City House","West Street",Sheffield,"S1 2GQ",UK,02037721344,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=382988118 ",,01/03/2019,28/02/2021,28/02/2019,NO,,No,No,No,Services,1700000,,28/02/2019,1700000,"[Experian Limites|The Sir John Peace Building
        Experian Way
        Business Park
        Nottingham
        NG2|NONE||No|No]","Bill Christie",01/03/2019,28/02/2021,"NotSpecified ",
BIP379733534,Contract,"Construction Industry Training Board",Awarded,2019-03-01T10:15:18Z,"CSN Forecasting Services","CITB wishes to procure a single supplier to deliver its Construction Skills Network (CSN). This requirement covers data processing, data analysis and econometric modelling services.",,,"East of England","73000000 ",,procurement@citb.co.uk,"Bircham Newton",,"kings Lynn","PE31 6RH",UK,,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=379733534 ",,01/08/2018,31/01/2022,01/07/2018,NO,,Yes,Yes,No,Services,350000,,01/07/2018,350000,"[Experian Limited|The Sir John Peace Building
        Nottingham|NONE||No|No]",,01/08/2018,31/01/2022,"Open ",
2018034,Contract,"HER MAJESTYS LAND REGISTRY",Awarded,2018-07-05T16:11:32Z,"Renewal of support for ACRM (Customer Data Cleansing)","Renewal of support for ACRM (Customer Data Cleansing). Period covered - 31/03/2018 to 30/03/2019.",,,"Any region","72300000 ","Carly Collins",Carly.Collins@landregistry.gov.uk,"HM Land Registry IS","PO BOX 292",PLYMOUTH,"PL5 9BY",England,,,,,,31/03/2018,30/03/2019,09/03/2018,NO,,No,No,No,Services,58050,,23/03/2018,58050,"[EXPERIAN LIMITED|The Sir John Peace Building, Experian Way, NG2 Business Park, Nottingham, NG80 1ZZ|NONE||No|No]",,31/03/2018,30/03/2019,"Other Direct Award",
"PU-18-0241 - AWARD",Contract,"Office for National Statistics",Awarded,2018-02-06T13:11:04Z,"Customer Segmentation Analysis for Census Marketing Campaign - AWARD","A data-driven segmentation of the England and Wales population is needed to underpin marketing and communications activities and the wider deployment of the census. This segmentation will: 
      o provide a means to understand different sections of the population, their willingness and ability to engage in the census, and their anticipated responsiveness to digital and other channels/messaging 
      o provide a consistent framework to underpin the planning, design and deployment of respondent engagement strategy and monitor its efficacy while ensuring that resources are focused on hard to reach audiences
      o build the foundation of a flexible platform that can evolve with additional data as the programme progresses 
      An established segmentation of the population of England and Wales is essential to provide a basis upon which to develop the Census specific segmentation.",,"NP10 8XG","Any region","72300000 ","Ian  MacKinnon",Ian.MacKinnon@ons.gov.uk,"Cardiff Road",Newport,Gwent,"NP10 8XG","United Kingdom","01329 444151",,,,,15/12/2017,15/12/2020,06/12/2017,NO,,Yes,No,No,Services,0,,14/12/2017,0,"[Experian Limited|Sir John Peace Building, Experian Way, Nottingham, United Kingdom, NG801ZZ|NONE||No|No]","Brian Moore",15/12/2017,15/12/2020,"Restricted ",
BIG001-0898,Contract,"The Big Lottery Fund",Awarded,2018-01-26T09:42:11Z,"Big Lottery Fund - Quick Address System for FMS","Plug In/add on for the Funding Management System (FMS) which auto-populates the quick address system.",,,"Any region","30211400 ","Procurement Team",procurement@biglotteryfund.org.uk,"1 Plough Place",,LONDON,EC4A1DE,England,,,,,,22/01/2018,21/01/2020,11/01/2018,NO,,No,No,No,Services,151773.56,,12/01/2018,151773.56,"[EXPERIAN LIMITED|Talbot House
Nottingham
Nottinghamshire
NG8 1TH
GB|COMPANIES_HOUSE|00653331|No|No]","Brian Moore",22/01/2018,21/01/2020,"SingleTenderActionNonOJEU ",
"GLA 80817",Contract,"TRANSPORT FOR LONDON",Awarded,2016-10-07T13:15:54Z,"Retail Need Study","The study will assess the scale and nature of consumer expenditure in London",,,London,"79400000 ",,CommercialCoE@TfL.gov.uk,"City Hall,","The Queens Walk,",London,"SE1 2AA",England,,,"GLA 80817 Contract (Redacted).pdf ",,,03/08/2016,30/03/2017,03/08/2016,NO,,No,No,No,Services,77550,77550,03/08/2016,77550,"[EXPERIAN LIMITED,|The Sir John Peace Building, Experian Way, Nottingham, 
NG80 1ZZ|||No|No]",,03/08/2016,30/03/2017,"Other ",
4128126,Contract,"The University Of Nottingham",Awarded,2015-11-11T16:26:42Z,"COMPUTER SOFTWARE PURCHASE","COMPUTER SOFTWARE PURCHASE",,,"East Midlands","48000000 ",,procurement@nottingham.ac.uk,"KING'S MEADOW CAMPUS","LENTON LANE",NOTTINGHAM,"NG7 2NR",England,,,,,,16/10/2015,16/10/2015,16/10/2015,NO,,Yes,No,No,Products,64860,,16/10/2015,64860,"[EXPERIAN LIMITED|TALBOT HOUSE
TALBOT STREET
NOTTINGHAM
NG1 5HF|||No|No]",,16/10/2015,16/10/2015,"NotSpecified ",
"QU04  - AWARD",Contract,"Birmingham City Council",Awarded,2015-10-05T15:37:18Z,"QU04 Birmingham Household Data & Segmentation Data Proposal - AWARD","Birmingham City Council is seeking for providers for the provision of a customer segmentation solution that enables it to have a better understanding of residents’ characteristics, behaviours and needs.  A customer segmentation toolset provides a database of information relating to the population of designated areas. It combines geography with demographics and lifestyle information to understand the different types of people in different areas. Segmentation can be used, alongside other locally held datasets, to describe geographic areas and the people living within them, allowing users to target services and communications effectively. 

Successful service providers will be required to provide a flexible and innovative service that fulfils the varying needs of the organisation. 

If you are interested in tendering please click on the following link to access Birmingham City Council’s tender Portal: 

https://in-tendhost.co.uk/birminghamcc/ and submit your details to register as a bidder. We will send you a log on and password so you can download the Invitation to Quote. 

Your completed Quote should be returned by 1700 hours on Wednesday 19th August 2015 using the Supplier Portal.
",,"B4 7WB","West Midlands","48600000 72212600 72212610 48611000 48612000 72320000 48610000 ","Mohammed Yahiah",mohammed.yahiah@birmingham.gov.uk,"10 Woodcock Street",Birmingham,"West Midlands","B4 7WB","United Kingdom","0121 303 0031",,,,,05/10/2015,27/09/2016,19/08/2015,NO,,No,No,No,Services,0,,04/09/2015,0,"[Experian Limited|Sir John Peace Building, Nottingham, United Kingdom, NG80 1ZZ|||No|No]",,05/10/2015,27/09/2016,"Open ",
PS/15/132,Contract,"DRIVER & VEHICLE LICENSING AGENCY",Awarded,2015-08-13T11:20:01Z,"Quick Address System Support and Maintenance","Address and Post Code Software System Support and Maintenance",,SA67JL,Wales,"48000000 ",,csg@dvla.gsi.gov.uk,"Longview Road",,Swansea,SA67JL,England,,,,,,01/09/2015,31/08/2016,10/08/2015,NO,,No,No,No,Services,615266,1236070,11/08/2015,615266,"[Experian Limited|Landmark House
Experian Way
NG2 Business Park
Nottingham NG80 1ZZ|||No|No]",,01/09/2015,31/08/2016," ",
20171210143018-32217,Contract,"East Midlands Strategic Commercial Unit (EMSCU)",Awarded,2017-12-10T14:30:24Z,"The provision of Information Solution services (Financial and Personal Data Services)","East Midlands Strategic Commercial Unit (EMSCU) wishes to undertake a compliant EU tender exercise to establish a national framework agreement for the provision of Information Solution services (Financial and Personal Data Services) for a period of 4 years from 1st November 2017.

The key objectives of the service are: The Contractors shall provide a service through which Other Contracting Bodies (OCBs) can access data which is specified within the specification, this is an indication of the broad specifications for services that OCBs may require over the lifetime of the Contract.  The list is indicative and not exhaustive of the provision of data and capability required which may be developed further during the Period of Contract on written agreement between the Authority and Contractor.",,"NG5 8PP","Any region","48441000 48812000 ","Alexei Lambley-Steel",alexei.lambley-steel@emscu.pnn.police.uk,"Nottinghamshire Police, Force Headquarters, Sherwo",,Nottinghamshire,"NG5 8PP",ENG,"+44 1159672308",,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=20842&B=BLUELIGHT https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/32217 ",,01/11/2017,31/10/2021,16/08/2017,NO,,No,No,No,Services,20000000,30000000,16/10/2017,30000000,"[Bureau van Dijk Electronic Publishing Limited|The Zenith Building, 26 Spring Gardens, Manchester, M2 1AB|NONE||No|No][Callcredit Limited|One Park Lane, Leeds, LS3 1EP|NONE||No|No][Equifax Limited|Capital House, 25 Chapel Street, London, NW1 5DS|NONE||No|No][Experian Limited|Riverleen House
Electric Avenue
Nottingham
NG80 1RH|NONE||No|No]","Henry Roper",01/11/2017,31/10/2021,"Open ",
