"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
HCA001-DN372069-81588100,Contract,"Homes England (the name adopted by the Homes and Communities Agency)",Awarded,2018-11-01T16:22:06Z,"Homes England Property Professional Services Framework","Homes England is seeking to appoint a member of the property professional services framework to assist in the procurement of a member of the Delivery Partner Panel (DPP3) to enable the disposal of East Quayside, Newcastle in line with sites planning brief.

The scope of services will involve:

(i)	Delivery Assessment/Market Commentary;
(ii)	Review Invitation to Tender (ITT);
(iii)	Evaluation of bidder responses;
(iv)	Recommendation report;
(v)	Franking valuation.

https://www.gov.uk/government/publications/homes-england-contracts-and-tenders",,,"North East","70000000 ",,etendering@homesengland.gov.uk,"St. Georges House",Kingsway,Gateshead,"NE11 0NA","United Kingdom",,,,,,02/11/2018,31/05/2019,31/10/2018,NO,,Yes,No,No,Services,14675,,01/11/2018,14675,"[Jones Lang LaSalle Ltd|W1B  5NH|NONE||No|No]",,02/11/2018,31/05/2019,"NotApplicable ",
CHORL001-DN320877-79474795,Contract,"Chorley Council",Awarded,2018-05-16T15:31:32Z,"INVITATION  TO TENDER FOR COMMERCIAL LETTING AGENT SERVICES FOR THE STRAWBERRY FIELDS DIGITAL HUB, EUXTON LANE, CHORLEY, A EUROPEAN REGIONAL DEVELOPMENT FUND (ERDF) PROJECT","Chorley Council is inviting tenders for commercial letting agent services for The Strawberry Fields Digital Hub at Euxton Lane, Chorley, a European Regional Development Fund (ERDF) project.  

The 5,000sqm/54,000sqft Hub is being developed by Chorley Council,  and is planned to open in November 2018.  Pre-marketing of the Digital Hub will be required to ensure that there are pre-lets, with businesses ready to move into the Hub by practical completion.  

Interested bidders should register their interest via the Chest at www.the-chest.org.uk in order to access the full specification and invitation to tender documentation.  The Contract shall be evaluated on the basis of the most economically advantageous tender (MEAT) criteria together with contractor suitability assessment. Full details of the evaluation criteria and methodology are included in the tender documents. The deadline for expressions of interest is 5.00pm on Friday 16th February 2018. Completed tender documents must be submitted and received via the Chest by no later than Noon on Monday 19th February 2018.",,,"North West","70000000 ",,procurement@chorley.gov.uk,"Town Hall","Market Street",Chorley,"PR7 1DP","United Kingdom","+44 1257515638",http://www.chorley.gov.uk/,,"https://procontract.due-north.com/Advert?advertId=532085e1-3607-e811-80ea-005056b64545 ",,19/03/2018,31/12/2018,19/02/2018,NO,,Yes,Yes,No,Services,0,,08/05/2018,40000,"[Jones Lang LaSalle Ltd|W1B  5NH|NONE||No|No]","Mr Christopher Prescott",09/05/2018,31/12/2018,"Other ",
HCA001-DN300204-41460907,Contract,"Homes England (the name adopted by the Homes and Communities Agency)",Awarded,2018-04-06T11:21:09Z,"HCAProperty Panel Red Book Valuation southampton","Red Book Valuation of a 457 apartment scheme at Chapel Riverside Southampton.",,,"South West","70000000 ",,etendering@homesengland.gov.uk,"1st Floor","Lateral House","8 City Walk","LS11 9AT",England,,,,,,31/10/2017,03/11/2017,10/10/2017,NO,,Yes,No,No,Services,15000,,23/10/2017,15000,"[Jones Lang LaSalle Ltd|W1B  5NH|NONE||No|No]",,31/10/2017,03/11/2017,"Open ",
"Citroen Garage Heritage",Contract,"QUADRANT CONSTRUCTION SERVICES LIMITED",Awarded,2018-01-10T14:45:34Z,"Citroen Garage","To provide heritage advice in connection with the development.",,,London,"71310000 ",,contractsfinder@lqgroup.org.uk,"10 Grove Crescent Road",,Stratford,"E15 1BJ",England,,,,,,23/10/2017,01/05/2018,02/10/2017,NO,,No,No,No,Services,55990,,13/10/2017,55990,"[Jones Lang Lasalle Ltd|40 Warwick Street
London
W1B 5NH|NONE||No|No]",,23/10/2017,01/05/2018,"Other Direct award",
tender_146606/637432,Contract,"City of London Corporation",Awarded,2017-12-06T16:12:06Z,"Fleet Street Estate - Rights of Lights/Daylight Surveyor","To assess redevelopment and refurbishment options for the Fleet Street Estate from expiry of the occupational leases in September 2023, to enable the formulation of an appropriate strategy for inclusion in the City Fund Property Investment Portfolio Strategy and the Business Plan for the site. The outcome of this stage of the project will determine the various options available to CoL and the potential requirement for further funding if necessary in order to implement the strateg",,"W1B 5NH","Any region","71530000 ","Mamun Khan",Mamun.Khan@cityoflondon.gov.uk,Guildhall,,London,"EC2P 2EJ",England,02073321828,,,,,06/12/2017,25/04/2018,26/07/2017,NO,,Yes,No,No,Services,25000,,13/09/2017,25000,"[Jones Lang LaSalle Ltd|30 Warwick Street, London, Greater London, W1B  5NH, UNITED KINGDOM|NONE||No|No]","Richard Keith",06/12/2017,25/04/2018,"Restricted ",
4211981,Contract,"The University Of Nottingham",Awarded,2017-08-31T10:50:15Z,"Building Professional Services","Building Professional Services",,,"East Midlands","71315200 ",,procurement@nottingham.ac.uk,"THE UNIVERSITY OF NOTTINGHAM","KING'S MEADOW CAMPUS",NOTTINGHAM,"NG7 2NR",England,,http://www.nottingham.ac.uk/,,,,24/03/2017,30/06/2017,23/03/2017,NO,,Yes,Yes,No,Services,26971,,24/03/2017,26971,"[JONES LANG LASALLE LTD|CITY GATE EAST
TOLLHOUSE HILL
NOTTINGHAM
NG1 5FS|||Yes|No]",,25/03/2017,30/06/2017,"CompetitiveQuotationNonOJEU ",
LPA/PROC/5079,Contract,"THE POLICE AND CRIME COMMISSIONER FOR LINCOLNSHIRE",Awarded,2017-08-04T14:52:38Z,"Provision of Ratings","The Police and Crime Commissioner for Lincolnshire (PCC) has a requirement to appoint a suitably qualified and experienced rating advisor to provide a comprehensive rating consultancy service, ensuring that:
•	The new 2017 rateable values and therefore rates liabilities are kept to minimum
•	Additional opportunities for rates savings are identified and acted on.",,,"East Midlands","70000000 ","Sarah Hayes",sarah.hayes@lincs.pnn.police.uk,"Lincolnshire Police HQ, Deepdale Lane",Nettleham,Lincoln,"LN2 2LT",England,"01522 947182",,,,"Charges are only applied if savings can be found.",04/08/2017,04/08/2019,31/05/2017,NO,,Yes,No,No,Services,0,,04/08/2017,0,"[Jones Lang LaSalle Ltd|City Point
29 King Street
Leeds
LS1 2HL|||No|No]","Paul Spencer",07/08/2017,04/08/2019,"Other ",
4161739,Contract,"The University Of Nottingham",Awarded,2016-08-23T14:49:15Z,"Capital Projects","Capital Projects",,,"East Midlands","45000000 ",,procurement@nottingham.ac.uk,"KING'S MEADOW CAMPUS","LENTON LANE",NOTTINGHAM,"NG7 2NR",England,,,,,,13/05/2016,13/05/2016,13/05/2016,NO,,Yes,Yes,No,Works,31285.87,31285.87,13/05/2016,31285.87,"[JONES LANG LASALLE LTD|CITY GATE EAST                          
TOLLHOUSE HILL
NOTTINGHAM
NG1 5FS|||No|No]",,13/05/2016,13/05/2016,"NotSpecified ",
prj_OSN_6217,Contract,"London Borough Of Havering",Awarded,2016-08-01T11:36:09Z,"LBN Carpenters Redevelopment - Property Advisory","London Borough of Newham (‘the Council’) wishes to appoint a suitably qualified consultant to provide property advice and support in relation to the Cabinet approved redevelopment of Carpenters Estate, Stratford, E15.",,,London,"79400000 ",,Rosie.Hardicker@newham.gov.uk,"Newham Dockside, 1000 Dockside Road,",,London,"E16 2QU",England,,,,,,14/07/2016,31/10/2018,29/06/2016,NO,,Yes,No,No,Services,143010,,11/07/2016,143010,"[Jones Lang LaSalle Ltd|30 Warwick Street
London
W1B 5NH|||No|No]",,14/07/2016,31/10/2018,"Other ",
4158135,Contract,"The University Of Nottingham",Awarded,2016-05-09T11:09:26Z,"Capital Projects","Capital Projects",,,"East Midlands","45000000 ",,procurement@nottingham.ac.uk,"KING'S MEADOW CAMPUS","LENTON LANE",NOTTINGHAM,"NG7 2NR",England,,,,,,22/04/2016,22/04/2016,22/04/2016,NO,,Yes,Yes,No,Works,39911.15,,22/04/2016,39911.15,"[JONES LANG LASALLE LTD|CITY GATE EAST                          
TOLLHOUSE HILL
NOTTINGHAM
NG1 5FS|||No|No]",,22/04/2016,22/04/2016,"NotSpecified ",
4096114,Contract,"The University Of Nottingham",Awarded,2015-09-17T09:11:58Z,"CAPITAL PROJECTS","CAPITAL PROJECTS",,,"East Midlands","45000000 ",,procurement@nottingham.ac.uk,"KING'S MEADOW CAMPUS","LENTON LANE",NOTTINGHAM,"NG7 2NR",England,,,,,,26/03/2015,26/03/2015,26/03/2015,NO,,Yes,No,No,Works,33598,,26/03/2015,33598,"[JONES LANG LASALLE LTD|CITY GATE EAST
TOLLHOUSE HILL
NOTTINGHAM
NG1 5FS|||No|No]",,26/03/2015,26/03/2015,"NotSpecified ",
4111009,Contract,"The University Of Nottingham",Awarded,2015-09-17T09:10:14Z,"CAPITAL PROJECTS","CAPITAL PROJECTS",,,"East Midlands","45000000 ",,procurement@nottingham.ac.uk,"KING'S MEADOW CAMPUS","LENTON LANE",NOTTINGHAM,"NG7 2NR",England,,,,,,02/07/2015,02/07/2015,02/07/2015,NO,,Yes,No,No,Works,26911,,02/07/2015,26911,"[JONES LANG LASALLE LTD|CITY GATE EAST
TOLLHOUSE HILL
NOTTINGHAM
NG1 5FS|||No|No]",,02/07/2015,02/07/2015,"NotSpecified ",
HCA001-DN316886-29609113,Contract,"Homes England (the name adopted by the Homes and Communities Agency)",Awarded,2018-01-30T14:50:22Z,"HCA, Property Panel, Project Victoria, Red Book Valuation Tender","Homes & Communities Agency (""HCA"") is seeking to appoint a member of the HCA's national Property Panel to provide individual Red Book valuations for a number of sites which could be transferred into a Joint Venture (""JV"") between the HCA and a medium sized national house builder (""house builder""). 

The house builder has identified 10 sites which could be transferred into the JV over the course of 2018 to deliver c.1,500 units. 8 sites are within the Midlands with 1 site in Yorkshire and 1 site in Lancashire. 

All work will be instructed under the standard terms of the HCA's Property Panel dated November 2014.",,,"Any region","70000000 ",,mail@homesandcommunities.co.uk,"St. Georges House",Kingsway,Gateshead,"NE11 0NA","United Kingdom",,,,"https://procontract.due-north.com/Procurer/ContractsRegisterSettings?contractId=576bea84-f6f5-e711-80e8-005056b64545 ",,31/01/2018,31/01/2019,22/01/2018,NO,,Yes,No,No,Services,60000,,30/01/2018,60000,"[Jones Lang LaSalle|E14  5EG|NONE||No|Yes][Jones Lang LaSalle Ltd|W1B  5NH|NONE||No|No]","Mr David Roberts",31/01/2018,31/01/2019,"NotApplicable ",
BIP417651688,Contract,"Hyde Housing Association",Awarded,2019-08-02T00:00:34Z,"Construction Consultancy Services","The Hyde Construction Consultancy Services Framework is being procured covering a range of services for construction projects and will be accessible by other Public Bodies throughout England and Wales. 
      Hyde wishes to establish a Framework Agreement for use by the following UK public sector bodies (and any future successors to these organisations):
      
      A full list of potential contracting authorities can be found here under the most recent file:
      https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/datasets/publicsectorclassificationguide
      
      The following public bodies may also use the Framework Agreement:
      http://www.wales.com/study/universities-wales
      http://gov.wales/topics/improvingservices/devolution-democracy-delivery/register-of-public-bodies/?lang=en",,,"Any region","71000000 ",,procurementhelpdesk@hyde-housing.co.uk,"30 Park Street",,London,"SE1 9EQ",UK,,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=417651688 ",,15/05/2019,14/05/2023,21/02/2019,NO,,Yes,No,No,Services,175000000,,21/02/2019,175000000,"[BPTW LLP|40 Norman Road, Greenwich
        London
        SE10 9QX|NONE||No|No][HGP Architects Ltd|110 Wickham Road, Fareham, Furzehall Farm
        Hampshire
        PO16 7JH|NONE||No|No][HKR Architects|7th Floor, Caroline House, 55 - 57 High Holborn
        London
        WC1V 6DX|NONE||No|No][Hawkins Brown Architects|159 St John Street
        London
        EC1V 4QJ|NONE||No|No][Alan Camp Architects LLP|88 Union Street
        London
        SE1 0NW|NONE||No|No][Cullinan Studio|5 Baldwin Terrace
        London
        N1 7RU|NONE||No|No][ECE Architecture|Amelia House, Crescent Road, Worthing
        West Sussex
        BN11 1QR|NONE||No|No][Fraser Brown MacKenna Architects|15 - 18 Featherstone Street
        London
        EC1Y 8SL|NONE||No|No][Allies and Morrison|85 Southwark Street
        London
        SE1 0HX|NONE||No|No][E P R Architects|30 Millbank
        London
        SW1P 4DU|NONE||No|No][Levitt Bernstein Associates Ltd|Thane Studios, 2 - 4 Thane Villas
        London
        N7 7PA|NONE||No|No][RH Partnership Architects Ltd|94 Chesterton Road
        Cambridge
        CB4 1ER|NONE||No|No][PRP Architects|10 Lindsey Street
        London
        EC1A 9HP|NONE||No|No][Pollard Thomas Edwards|Diespeker Wharf, 38 Graham Street
        London
        N1 8JX|NONE||No|No][HTA Design LLP|78 Chamber Street
        London
        E1 8BL|NONE||No|No][Ridge and Partners LLP|The Cowyards, Blenheim Park, Oxford Road
        Woodstock
        OX20 1QR|NONE||No|No][Stockwool|Old Pump House, 19 Hooper Street
        London
        E1 8BU|NONE||No|No][WestonWilliamson+Partners|12 Valentine Place
        London
        SE1 8QH|NONE||No|No][Philip Pank Partnership|Quantum House, 113 Euston Street
        London
        NW1 2EX|NONE||No|No][Potter Raper Partnership|Duncan House, Burnhill Road, Beckenham
        Kent
        BR3 3LA|NONE||No|No][Rund Partnership Limited|16 East Links, Chandlers Ford, Eastleigh
        Hampshire
        SO53 3TG|NONE||No|No][Playle & Partners LLP|Crest House, 138, Main Road, Sidcup
        Kent
        DA14 6NY|NONE||No|No][Robinson Low Francis LLP|26 Finsbury Square,
        London
        EC2A 1DS|NONE||No|No][Ridge and Partners LLP|The Cowyards, Blenheim Park, Oxford Road
        Woodstock
        OX20 1QR|NONE||No|No][Airey Miller Ltd|St Johns House, Suffolk Way, Sevenoaks
        Kent
        TN13 1YL|NONE||No|No][Bruce Shaw|Union House, 182 - 194 Union Street
        London
        SE1 0LH|NONE||No|No][AMCM Group Ltd|Kelsey House, 77 High Street, Beckenham
        Kent
        BR3 1AN|NONE||No|No][BPM Project Management Ltd|22 Grove Crescent Road
        London
        E15 1BJ|NONE||No|No][Martin Arnold Limited|4 Gunnery Terrace, The Royal Arsenal
        London
        SE18 6SW|NONE||No|No][Rise Management Consulting Ltd|Rise House, 5-13 Trinity Street
        London
        SE1 1DB|NONE||No|No][K2 Consultancy|3 City Place, Beehive Ring Road
        West Sussex
        RH6 0PA|NONE||No|No][Stack London Ltd|4 Capricorn Centre, Cranes Farm Road, Basildon
        Essex
        SS14 3JJ|NONE||No|No][F3GROUP|Unit 3, Maidenbower Business Park, Three Bridges
        West Sussex
        RH10 7NN|NONE||No|No][Airey Miller Ltd|St Johns House, Suffolk Way, Sevenoaks
        Kent
        TN13 1YL|NONE||No|No][Jones Lang LaSalle Ltd|30 Warwick Street,
        London
        W1B 5NH|NONE||No|No][Martin Arnold Limited|4 Gunnery Terrace, The Royal Arsenal
        London
        SE18 6SW|NONE||No|No][CPC Project Services LLP|Quality House, 5-9 Quality Court, Chancery Lane
        London
        WC2A 1HP|NONE||No|No][Baily Garner|146-148 Eltham Hill
        London
        SE9 6DY|NONE||No|No][Calfordseaden LLP|Devonshire House, 60 Goswell Road
        London
        EC1M 7AD|NONE||No|No][Churchill Hui|Grosvenor House, 5 - 7 Station Road
        Sunbury
        TW16 6SB|NONE||No|No][BPM Project Management Ltd|22 Grove Crescent Road
        London
        E15 1BJ|NONE||No|No][John Rowan & Partners LLP|Craven House, 40 Uxbridge Road, Ealing
        London
        W5 2BS|NONE||No|No][Arcadis LLP|Arcadis House 34 York Way
        London
        N1 9AB|NONE||No|No]",,15/05/2019,14/05/2023,"Open ",
