"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
"NW 113 16/17Mouchel",Contract,"Highways Agency",Awarded,2017-06-01T11:15:21Z,"Moorside Power Station","Moorside Power Station.",,,"North West","71000000 ",,transparencysgrm@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,30/05/2017,31/03/2018,29/05/2017,NO,,No,No,No,Services,14992.34,,29/05/2017,14992.34,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,30/05/2017,31/03/2018,"Restricted ",
tender_84541/587509,Contract,"Highways England",Awarded,2017-05-30T12:28:04Z,"Cross-a-Moor, Stage 3 Assessment (CTO Spatial NW)","Additional work identified since the initial CTO for the task (NW123 16/17Mouchel) includes:
-	A review of the Environmental aspects associated with the proposed scheme in advance of VM workshop.
-	Completion of a Land Value Uplift Assessment
-	Completion of an Economic Benefit Assurance Paper",,,"North West","71356400 ",,catherine.wilkins@highwaysengland.co.uk,"8 City Walk",,Leeds,"LS11 9AT",England,,,,,,19/05/2017,30/06/2017,19/05/2017,NO,,No,No,No,Services,13020,,19/05/2017,13020.64,"[Mouchel Ltd|Knights House 2 Parade Sutton Coldfield B72 1PH|||No|No]",,19/05/2017,30/06/2017,"Other ",
tender_84541/586958,Contract,"Highways England",Awarded,2017-05-30T12:00:52Z,"Task order (NW Spatial Planning ref 23782) M65 Burnley Local Plan VISSIM Modelling","Task order under NW Spatial planning term arrangement for the M65 Burnley Local Plan VISSIM Modelling.  Preperation of base VISSIM traffic model covering m65 Network within the Bourough of Burnley, with associated local  junctions",,,"North West","71356400 ","Catherine Wilkins",catherine.wilkins@highwaysengland.co.uk,"8 City Walk",,Leeds,"LS11 9AT",England,,,,,,05/05/2017,09/06/2017,05/05/2017,NO,,No,No,No,Services,12628,,05/05/2017,12628.78,"[Mouchel Ltd|2 Parade Sutton Coldfield B721PH|||No|No]",,05/05/2017,09/06/2017,"NotApplicable ",
23425,Contract,"Highways Agency",Awarded,2017-05-26T17:23:08Z,"National Grid - North West Coast Connections","National Grid - North West Coast Connections.",,,"North West","71000000 ",,transparencysgrm@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,01/03/2017,31/03/2017,28/02/2017,NO,,No,No,No,Services,14867.91,,28/02/2017,14867.91,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,01/03/2017,31/03/2017,"Restricted ",
23426,Contract,"Highways Agency",Awarded,2017-05-26T17:20:29Z,"Moorside Power Station","Moorside Power Station .",,,"North West","71000000 ",,transparencysgrm@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,01/03/2017,31/03/2017,28/02/2017,NO,,No,No,No,Services,14992.34,,28/02/2017,14992.34,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,01/03/2017,31/03/2017,"Restricted ",
"GHF 001 1",Contract,"Highways Agency",Awarded,2017-05-26T15:56:07Z,"M6 J26 / M58 J1 Pemberton, Wigan, Improvements Stage 3 ","M6 J26 / M58 J1 Pemberton, Wigan, Improvements Stage 3 - additional works.",,,"North West","71000000 ",,transparencysgrm@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,18/05/2017,30/06/2017,17/05/2017,NO,,No,No,No,Services,13445.89,,17/05/2017,13445.89,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,18/05/2017,30/06/2017,"Restricted ",
23768,Contract,"Highways Agency",Awarded,2017-05-26T15:48:54Z,"Contract Management SPF Lot 4 NW 2017/18 ","To carry out the required tasks and processes required to support and drive the delivery of the Spatial Planning Framework Lot 4 North West contract on behalf of HE.",,,"North East","71000000 ",,transparencysgrm@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,01/04/2017,31/03/2018,31/03/2017,NO,,No,No,No,Services,40285.87,,31/03/2017,40285.87,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,01/04/2017,31/03/2018,"Restricted ",
"CDF PC1 0035.2.2",Contract,"Highways Agency",Awarded,2017-04-19T14:35:02Z,"RIP - PCF STage 2 - M42 Junction 6","RIP - PCF STage 2 - M42 Junction 6.",,,"South East","71311000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,15/03/2017,01/11/2017,14/03/2017,NO,,No,No,No,Services,1500000,,14/03/2017,150000,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,15/03/2017,01/11/2017,"NotSpecified ",
"CDF PC1 0035.2.3",Contract,"Highways Agency",Awarded,2017-04-13T12:06:42Z,"AS14 Schemes - PCF Stage 2 - A500 Etruria","As14 Schemes - PCF Stage 2 - A500 Etruria",,,"Any region","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,21/11/2016,31/07/2017,20/11/2016,NO,,No,No,No,Services,610000,,20/11/2016,610000,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,21/11/2016,31/07/2017,"NotSpecified ",
"NW 106 16/17Mouchel",Contract,"Highways Agency",Awarded,2017-02-16T15:13:35Z,"M65 Burnley Local Plan Vissim Modelling","Preparation of base VISSIM traffic model covering the M65 network within the Borough of Burnley.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"NW106.pdf ",,,13/02/2017,14/04/2017,12/02/2017,NO,,No,No,No,Services,31021.19,,12/02/2017,31021.19,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,13/02/2017,14/04/2017,"Restricted ",
22748,Contract,"Highways Agency",Awarded,2016-12-01T15:38:24Z,"Cheshire Oaks Retail Park Planning Application","To review transport assessment submitted in support of application 16/04121/ful.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,08/11/2016,11/11/2016,07/11/2016,NO,,No,No,No,Services,152534,,07/11/2016,152534,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,08/11/2016,11/11/2016,"Restricted ",
"NW 37 16/17Mouchel",Contract,"Highways Agency",Awarded,2016-12-01T13:32:49Z,"Gloucestershire Area Based Support (ABS)","Preparation of traffic model covering the Warrington Box area.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,06/09/2016,17/12/2016,05/09/2016,NO,,No,No,No,Services,29901.8,,05/09/2016,29901.8,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,06/09/2016,17/12/2016,"Restricted ",
22144,Contract,"Highways Agency",Awarded,2016-11-29T11:39:48Z,"Trafford Waters Continuation Work","Trafford waters continuation work.",,,"North West","71311000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,19/07/2016,30/08/2016,18/07/2016,NO,,No,No,No,Services,10450.6,,18/07/2016,10450.6,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,19/07/2016,30/08/2016,"NotSpecified ",
"NW  35 16/17",Contract,"Highways Agency",Awarded,2016-11-17T14:01:26Z,"M62 Junction 8 GHF Stage 3 Assessment","To collate & supply the necessary evidence-base for HE to make an informed decision regarding the allocation of budget from the ring fenced Growth & Housing Fund in the M62 J8 improvements Scheme.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,25/08/2016,30/09/2016,25/08/2016,NO,,No,No,No,Services,14625.34,,25/08/2016,14625.34,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,25/08/2016,30/09/2016,"Restricted ",
"NW  31 16/17",Contract,"Highways Agency",Awarded,2016-11-17T13:59:22Z,"M6 J23 Haydock Industrial Estate","Provide updated VISSIM microsimulation model and operational results from three development related scenarios.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,23/08/2016,16/10/2016,23/08/2016,NO,,No,No,No,Services,12892.31,,23/08/2016,12892.31,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,23/08/2016,16/10/2016,"Restricted ",
"NW  21 16/17",Contract,"Highways Agency",Awarded,2016-11-17T12:28:20Z,"M6 J45 Option Appraisal","A study of potential alternative options to access Gretna from M6 / A74(M).",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,21/07/2016,30/09/2016,21/07/2016,NO,,No,No,No,Services,11844.91,,21/07/2016,11844.91,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,21/07/2016,30/09/2016,"Restricted ",
"NW  19 16/17",Contract,"Highways Agency",Awarded,2016-11-17T12:25:36Z,"Trafford Waters Continuation Work","Completion of modelling work initiated by the previous consultant under the last spatial planning framework.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,20/07/2016,30/08/2016,20/07/2016,NO,,No,No,No,Services,10450,,20/07/2016,10450,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,20/07/2016,30/08/2016,"Restricted ",
"NW  11 16/17",Contract,"Highways Agency",Awarded,2016-11-17T12:09:06Z,"M60 UTC/SMART Motorway Linking Feasibility - Stages 1 & 2","A study to identify potential linkages between the Greater Manchester Urban Traffic Control and the M60 Smart motorways systems.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,07/07/2016,07/08/2016,07/07/2016,NO,,No,No,No,Services,16190.24,,07/07/2016,16190.24,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,07/07/2016,07/08/2016,"Restricted ",
"NW 16/17",Contract,"Highways Agency",Awarded,2016-11-17T12:06:20Z,"Safety Monitoring J12-14, M56 Chevron Study","Study of traffic flows, position of chevron markings and driver behaviour between M56 J12 to 14.",,,"North West","71000000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,07/07/2016,18/08/2017,07/07/2016,NO,,No,No,No,Services,17207.45,,07/07/2016,17207.45,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,07/07/2016,18/08/2016,"Restricted ",
22575,Contract,"Highways Agency",Awarded,2016-11-08T14:31:40Z,"UTC-Smart Motorway Linking Feasibility Study Stage 3a","UTC-Smart Motorway Linking Feasibility Study Stage 3a.",,,"North West","71310000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,17/10/2016,03/02/2017,17/10/2016,NO,,Yes,No,No,Services,27152.05,,17/10/2016,27152.05,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,17/10/2016,03/02/2017,"Other ",
22573,Contract,"DEPARTMENT FOR TRANSPORT",Awarded,2016-11-07T14:48:11Z,"Part WGIS Study","Part WGIS Study",,,"North West","71311000 ",,TransparencySGRM@highwaysengland.co.uk,"Highways England","Lateral 8 City Walk",Leeds,"LS11 9AT",England,,,,,,31/10/2016,31/12/2016,31/10/2016,NO,,No,No,No,Services,16044.16,,31/10/2016,16044.16,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,31/10/2016,31/12/2016,"Other ",
"ITT 2588",Contract,"Highways Agency",Awarded,2016-04-19T14:58:04Z,"National Spatial Planning Term Arrangement 2016 (Lot 4) - North West","Highways England has a requirement for a term arrangement for the supply of consultants to advise on spatial planning issues including development proposals affecting the Strategic Roads Network in the various regions in England.",,,"North West","71311000 ",,Dave.Dickinson@highwaysengalnd.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"Spatial Planning Lot 4 Mouchel Ltd Notification of Award Letter.docx ",,,05/05/2016,04/05/2020,28/08/2015,NO,,No,No,No,Services,6200000,,19/04/2016,6200000,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,05/05/2016,04/05/2020,"Open ",
"SPSF 1028",Contract,"Highways Agency",Awarded,2016-03-30T11:41:48Z,"557044 Specialist Technical Services for Traffic Officer Service Operational Procedures","Specialist Technical Services for Traffic Officer Service Operational Procedures.",,,"Any region","71311000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"Award Letter - Task 1028 - Specialist Technical Services for TOS Operational Procedures 2016-18.doc ",,,30/03/2016,31/03/2018,30/03/2016,NO,,Yes,No,No,Services,550655.03,,30/03/2016,550655.03,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,30/03/2016,31/03/2018,"NotSpecified ",
"CDF PC1 0035.2",Contract,"Highways Agency",Awarded,2016-03-23T19:10:43Z,"AS14 Phase 2- Options Selection- Midlands","CDF Lot 1-  Phase 2- Options Selection work for AS14 schemes in the region. The Package Order was awarded under CDF Lot 1 to carry out work within the region with individual schemes being allocated to the suppliers based on their tender scores.",,,"East Midlands,West Midlands","71311000 ",,CDF@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"Midlands Award Letter- Mouchel.docx AS14_Stage_2_Programme_Procurement_Scope_final Rev 2.docx ",,,16/03/2016,31/12/2017,05/02/2016,NO,,No,No,No,Services,0,,16/03/2016,0,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,16/03/2016,31/12/2017,"NotSpecified ",
PC10022,Contract,"Highways Agency",Awarded,2016-01-20T10:09:40Z,"CDF Area 6 & 8 Schemes 2016/17 & 2017/18","Road Resurfacing and Structure Repairs Design only.",,,"Any region","71311000 ",,TransparencySGRM@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"PC10022_Mouchel_Award_Notification_Letter .doc ",,,18/01/2016,31/03/2018,18/01/2016,NO,,No,No,No,Services,470629.02,,18/01/2016,470629.02,"[Mouchel Ltd|97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,18/01/2016,31/03/2018,"NotSpecified ",
1411,Contract,"Highways Agency",Awarded,2015-05-18T09:30:28Z,"NRTS Specialist Technical Consultant","NRTS Specialist Technical Consultant",,,"Any region","71356000 ",,Transparencysgrm@highwaysengland.co.uk,Lateral,,Leeds,"LS11 9AT",England,,,,,,01/04/2015,31/03/2019,13/03/2015,NO,,No,No,No,NotApplicable,5398337,,13/03/2015,5398337,"[Mouchel Ltd|Mouchel Ltd
97 99 Beddington Lane
Croydon
CR0 4TD|||No|No]",,01/04/2015,31/03/2019," ",
"PSF PO 1455",Contract,"Highways Agency",Awarded,2015-03-27T17:18:40Z,"Project Support Framework Lot 1 - Area 14 A66 & A689 Tees Valley Strategic Study","To carry out jointly with the Tees Valley local authorities a study into the strategic issues affecting the A66 & A689 between the A1(M) and Teesport.",,,"North East","71000000 73000000 ",,TransparencySGRM@highways.gsi.gov.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,,,,24/03/2015,26/03/2016,24/03/2015,NO,,No,No,No,Services,287434.57,,24/03/2015,287434.57,"[Mouchel Ltd|97-99 Beddington Lane
Croydon
CR0 4TD|||No|No][LENS-TECH|Royal Mail House
Terminus Terrace
Southampton                 
SO14 3FD|||No|No]",,24/03/2015,26/03/2016," ",
