"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
TIS0303,Contract,"The Insolvency Service",Awarded,2020-09-09T17:18:20Z,"Future Operating Model Network Services","PSN Connectivity Services.",,"B4 6FD",,"72000000 ","Frank Joseph",frank.joseph@insolvency.gov.uk,"3rd Floor, Companies House,","Crown Way, Maindy,",CARDIFF,"CF14 3ZA",Wales,03003046575,,"Network Services REDACTED Contract.docx ",,,23/04/2019,31/08/2022,27/11/2018,NO,,No,No,No,Services,1510000,,20/03/2019,1510000,"[THALES UK LIMITED|350 Longwater Avenue Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]","Nigel Ashmore",23/04/2019,31/08/2022,"CallOffFromFrameworkAgreement ",,12:00
IRM19/7305,Contract,"BABCOCK INTERNATIONAL GROUP PLC",Awarded,2020-03-10T11:06:28Z,"Repair of Various Optical Equipment","12 month Contract for the Repair of Various Optical Equipment",,,"West Midlands","50100000 ","Eve Doran",eve.doran@babcockinternational.com,B15,"MOD Donnington",Telford,"TF2 8JT",England,,,"IRM197305 Redacted.doc trans_annc.doc ",,,28/01/2020,27/01/2021,27/08/2019,NO,,No,No,No,Services,2010000,,28/01/2020,2010000,"[Thales UK Limited|1 Linthouse road, Glasgow G51 4BZ|NONE_OTHER||No|No]","Thales UK Limited",28/01/2020,27/01/2021,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
ADLBS,Contract,"MINISTRY OF DEFENCE",Awarded,2020-03-04T09:57:30Z,"ADLBS Disposal Surveys","ADLBS Disposal Surveys",,,"North East","79311300 ",,Deborah.Probert812@mod.gov.uk,Whitehall,,LONDON,SW1A2HB,England,07814443618,,,,,12/03/2020,31/03/2020,01/02/2020,NO,,No,No,No,Services,30529,,12/02/2020,68318.57,"[THALES UK LIMITED|350 Longwater Avenue Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|Yes|No]","Alison Hexter",12/02/2020,31/03/2020,"SingleTenderActionNonOJEU ",
SACC/00055,Contract,"MINISTRY OF DEFENCE",Awarded,2020-02-20T11:39:32Z,"For Transparency Purposes Only - Contractor Logistic Support to the Tactical air Control Centre","for Transparency Purposes Only - Award of Contract for the provision of 'Contractor Logistic Support to the Tactical Air Control Centre (TACC)'",,,"South West","75000000 ","Hannah Jones",Hannah.Jones124@mod.uk,Whitehall,,LONDON,SW1A2HB,England,"030 679 88761",,"20191210-SACC00055_TACC_Schedule_1_Definitions_of_Contract_V2_Final_REDACTED.pdf 20200115-SACC00055_TACC_Schedule_2_Schedule_of_Requirements_V2_Final_REDACTED.pdf 20200115-SACC00055_TACC_Schedule_3_Contract_Data_Sheet_V2_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_4_Contract_Change_Process_Procedure_V2_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_5_Contractor&apos;s_Commercially_Sensitive_Information_Form_Final_REDCATED.pdf 20191210-SACC00055_TACC_Schedule_6_Hazardous_Substances_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_7_Timber_and_Wood_Derived_Products_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_8_Acceptance_Procedure_Final_REDACTED.pdf 20200131-SACC00055_TACC_Schedule_9_Government_Furnished_Assets_Register_V3_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_10_Statement_of_Work_V5.0_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_11_Travel_and_Subsistence_Rates_Final_REDACTED.pdf 20200115-SACC00055_TACC_Schedule_12_Milestone_Payment_Plan_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_13_Key_Performance_Indicators_V3_FINAL_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_14_Tasking_Authorisation_Form_V2_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_15_Ad-Hoc_Tasking_Rates_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_16_Security_Aspects_Letter_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_17_Licence_Agreement_Certified_Copy_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_18_Statement_of_Design_Ownership_Final_REDACTED.pdf 20200117-SACC00055_TACC_Schedule_19_DEFFORM_315_Contract_Data_Requirments_Final_REDACTED.pdf 20191210-SACC00055_TACC_Schedule_20_Commercial_Exploitation_Agreement_Final.pdf 20191210-SACC00055_TACC_Schedule_21_DEFFORM_532_Personal_Data_Particulars_Final_REDACTED.pdf 20191210-SACC00055_TACC_SC2_Terms_and_Conditions_V2_Final_REDACTED.pdf ",,,01/01/2020,31/08/2020,31/12/2019,NO,,No,No,No,Services,844663.29,,01/01/2020,844663.29,"[THALES UK LIMITED|350 Longwater Avenue Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]",,01/01/2020,31/08/2020,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
700003970,Contract,"MINISTRY OF DEFENCE",Awarded,2019-08-01T13:45:19Z,"TRANSPARENCY - Contract Award - Provision of MCTA TARDIS Developer","This contract has been awarded following a competition under the DOS 3 framework for specialists, and a call-off contract has been issued. This a notice for transparency purposes and contract award.",,,"South East","72000000 ","Isabel King",isabel.king107@mod.gov.uk,"Room 303, Building 1/80","Jago Road","HMNB Portsmouth","PO1 3LU",England,,,"digital-outcomes-and-specialists-3-call-off-contract MCTA TARDIS redacted.docx ",,,01/09/2019,31/08/2021,05/07/2019,NO,,Yes,No,No,Services,311800,,25/07/2019,311800,"[THALES UK LIMITED|350 Longwater Avenue Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]",,01/09/2019,31/08/2021,"CallOffFromFrameworkAgreement ",
"CHC/623 Flat Panel Trainer Support Contract",Contract,"MINISTRY OF DEFENCE",Awarded,2019-07-31T10:20:23Z,"Flat Panel Trainer Support","This notice is for the awarded contract reference CHC/623 for Flat Panel Trainer Support.",,,"South West","34740000 ","Paul Kenyon",paul.kenyon101@mod.gov.uk,"Teak Building, Mailpoint #5101","MOD Abbey Wood North",Bristol,"BS34 8JH",England,07970401628,,"20190731-CHC623_Original_Agreed_Contract-OS.zip ",,,31/07/2019,31/03/2021,30/07/2019,NO,,No,No,No,Services,250000,,30/07/2019,258806,"[THALES UK LIMITED|350 Longwater Avenue Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]",,31/07/2019,31/03/2021,"Other Single Source Negotiated",
"BATCM/0306 CA",Contract,"MINISTRY OF DEFENCE",Awarded,2019-07-15T15:19:14Z,"MAKEFAST In Service Support","Continuation of MAKEFAST In Service Support",,,"South West","48000000 ","Christina Powis",christina.powis100@mod.gov.uk,"Holderness House,51-61 Clifton Street",,LONDON,EC2A4EY,England,03067980125,,"BATCM0306_MF_ISS_Main Body Terms and Conditions - O - REDACTED.pdf BATCM0306_MF_Contract Schedules - O - REDACTED.pdf ",,,27/06/2019,31/03/2022,07/06/2019,NO,,No,No,No,Services,660341,,26/06/2019,660341,"[THALES UK LIMITED|350 Longwater Avenue Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]",,27/06/2019,31/03/2022,"SingleTenderActionNonOJEU ",
BIP71957089,Contract,"Ministry of Defence, DSG, Defence Support Group (DSG)",Awarded,2019-07-07T09:50:04Z,"Repair of Protected Mobility Vehicle Video & Optical Assemblies","Repair of Protected Mobility Vehicle Video & Optical Assemblies (Foxhound) for the duration of 5 Years. The authority reserves the right to add items of a similar nature during the duration of this contract.",,,Scotland,"50100000 ",,Jonathan.Bamford@babcockinternational.com,"Building B15","MoD Donnington",Telford,"TF2 8JT",UK,+441952967270,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Telford: Repair, maintenance and associated services of vehicles and related equipment.'.",28/02/2019,27/02/2024,28/02/2019,NO,,No,No,No,Services,4900000,,28/02/2019,4900000,"[Thales UK Limited|1 Linthouse Road
        Govan
        Glasgow
        G51 4BZ|NONE||No|No]",,28/02/2019,27/02/2024,"Restricted ",
IRM19/7218,Contract,"BABCOCK INTERNATIONAL GROUP PLC",Awarded,2019-04-23T10:24:48Z,"The  Repair of Protected Mobility Vehicle Video & Optical Assemblies (Foxhound)","Contract Award Notice for The  Repair of Protected Mobility Vehicle Video & Optical Assemblies (Foxhound). Contract shall be for a duration of  5 years.",,,"West Midlands","50100000 ",,Jonathan.Bamford@babcockinternational.com,"Building B15, Babcock DSG","MOD Donnington",Telford,"TF2 8JT",England,,,"20190314 IRM19 7218 Terms and Conditions.pdf 20190314 IRM19 7218 Schedules.pdf Annex C.doc ",,,28/02/2019,27/02/2024,27/02/2019,NO,,No,No,No,Services,4900000,,27/02/2019,4900000,"[Thales UK Limited|Linthouse Road
Govan
Glasgow
Strathclyde
G51 4BZ
Scotland
United Kingdom|NONE||No|No]",,28/02/2019,27/02/2024,"RestrictedOJEU ",
BIP73555906,Contract,"Ministry of Defence, Combat Air, Unmanned Air Systems (UAS) Team",Awarded,2019-04-20T12:42:22Z,"Provision of A Watchkeeper Support, Maintenance & Training Service","The provision of contractor logistic support to include supply of spares, equipment storage, maintenance and repair, training support, engineering and engineering safety support and maintenance of technical documentation.",,,"South West","35613000 ",,Steven.Eustace100@mod.gov.uk,"Yew 2C, Abbey Wood",,Bristol,"BS34 8JH",UK,+4430679-86755,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Bristol: Unmanned Aerial Vehicles.'.",01/04/2019,31/03/2024,27/03/2019,NO,,No,No,No,Services,125743718,,27/03/2019,125743718,"[Thales UK Limited|350 Longwater Avenue
        Green Park
        Reading
        RG2 6GF|NONE||No|No]",,01/04/2019,31/03/2024,"NotSpecified ",
SACC/00039,Contract,"MINISTRY OF DEFENCE",Awarded,2019-02-13T09:11:35Z,"(FOR TRANSPARENCY PURPOSES ONLY ) Network Management System (JNMS) Fixed and Deployable","(This notice is for transparency purposes only) 

Provision and Support of a JTIDS (Joint Tactical Information Distribution System) Network Management System (JNMS) Fixed and Deployable",,,"South West","48822000 51611000 71356300 ",,Deborah.Probert812@MOD.GOV.UK,"MOD ABBEY WOOD",,Bristol,"BS34 8JH",England,,,"Actual_Procurement_Timescales.pdf SACC00039_T_and_Cs.pdf Annex_D-Key Personnel.pdf Annex_H_Milestone_Payment_Plan.pdf Annex_I_ManDay_and_TandS_Rates.pdf Annex_J_TAF_FORM.pdf Annex_K-Task Register.pdf Annex_L_DEFFORM_177.pdf Annex_M_CDRLs.pdf Annex_P-Timber and Wood Derived Products.pdf Annex_Q - TUPE.pdf Annex_R - DEFFORM 701.pdf SACC00039_DEFFORM_111.pdf ",,,23/10/2018,06/10/2023,25/04/2018,YES,SACC/00039,Yes,No,No,Services,5385000,,03/12/2018,5385000,"[THALES UK LIMITED|Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]",,05/12/2018,12/05/2024,"Other Competitive procedure with negotiation (NON - OJEU)",
CPG/2829/2018,Contract,"FOREIGN & COMMONWEALTH OFFICE",Awarded,2018-07-17T13:17:40Z,"DCAP support","Support for encryption devices throughout the Estate for the financial year April 2018 to end of March 2019.",,,"Any region","72000000 ","Roger Maxwell",roger.maxwell@fco.gov.uk,"King Charles Street",,London,"SW1H 2AH",England,,,,,,01/04/2018,31/03/2019,30/03/2018,NO,,Yes,Yes,No,Services,150745,150745,31/03/2018,150475,"[THALES UK LIMITED|Green Park
READING
Berkshire
RG2 6GF
GB|COMPANIES_HOUSE|00868273|No|No]","Alison Hexter",01/04/2018,31/03/2019,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
CCCC17A56.,Contract,"Crown Commercial Service",Awarded,2018-05-17T15:51:36Z,"Provision of Consultancy for the Review of Software Updates and Safety Cases - D","A Review of Software Updates and Safety Cases for DfT",,,"Any region,London","71311200 71600000 73200000 79417000 ","Crown Commercial Service",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"REDACTED-CCCC17A56 - Agreement Annexes - Services v1.0.pdf REDACTED-Award Letter - Signed by Supplier and DfT.pdf ",,,24/07/2017,18/09/2017,11/07/2017,NO,,No,No,No,Services,50500,,21/07/2017,50500,"[Thales UK Limited|Mountbatten House, Basingview RG21 4HJ Basingstoke England|NONE||No|No]","Jane Kerr",24/07/2017,18/09/2017,"CallOffFromFrameworkAgreement ",
BIP61377963,Contract,"Ministry of Defence, Air Support, Air Platform Systems Project Team (APS PT)",Awarded,2018-04-07T12:30:44Z,"Continuation of Support for the Ground Imagery Exploitation System (GIES)","The requirement is to continue support of GIES so that the equipment can continue to be used to support Operations and Flying training.",,,Scotland,"35720000 ",,Bethany.Thompson114@mod.gov.uk,"Abbey Wood",,"South Gloucestershire","BS34 8JH",UK,,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-South Gloucestershire: Intelligence, Surveillance, Target Acquisition and Reconnaissance.'.",01/04/2018,31/03/2019,29/03/2018,NO,,No,No,No,Services,402403,,29/03/2018,402403.4,"[Thales UK Limited|1 Linthouse Road
        Glasgow
        G51 4BZ|NONE||No|No]",,01/04/2018,31/03/2019,"NotSpecified ",
FLEET/00666,Contract,"MINISTRY OF DEFENCE",Awarded,2018-03-01T10:27:52Z,"Provision of MCTA Data Management and Development Support Services (TARDIS) - April 2018 to Mar 2019","Provision of MCTA Data Management and Development Support Services (TARDIS) - April 2018 to Mar 2019",,,"South East","75241000 ",,DefComrclCC-Navy29@mod.uk,"Room 303, Building 1/080, Jago Road, HMNB",,Portsmouth,"PO1 3LU",England,,,"20171211-FLEET 00666_Call Off-Trans-OS.pdf ",,,01/03/2018,28/02/2019,01/02/2018,NO,,No,No,No,Services,148500,,12/02/2018,148500,"[Thales Uk Limited|Mountbatten House, Basing View, Basingstoke, Hampshire, RG21 4HJ|COMPANIES_HOUSE|00868273|No|No]",,01/03/2018,28/02/2019,"CallOffFromFrameworkAgreement ",
BIP59516480,Contract,"Ministry of Defence, ISTAR, Situational Awareness Command and Control (SACC) Delivery Team",Awarded,2018-01-13T13:45:07Z,"In Service Support to the Tactical Air Control Centre","Provision of in service support services including repair and modification work in relation to the Tactical Air Control Centre (TACC)",,,"South West","75220000 ",,claire.legg100@mod.gov.uk,"Yew 3B",NH1,Bristol,"BS34 8JH",UK,+443067985452,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Bristol: Defence services.'.",01/01/2018,31/12/2018,21/12/2017,NO,,No,No,No,Services,1670000,,21/12/2017,1670000,"[Thales UK Limited|Ocean House
        Templecombe
        BA8 0DH|NONE||No|No]",,01/01/2018,31/12/2018,"NotSpecified ",
