"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
DN422629,Contract,"REDCAR & CLEVELAND BOROUGH COUNCIL",Awarded,2019-07-17T08:07:32Z,"Project Management & Quantity Surveying Services Coatham & Regent","Project Management and Quantity Surveying services for the Coatham Development & Regent Cinema Re-Development delivered by Identity Consult.  
Further competition undertaken under Bloom framework",,,"North East","71000000 ",,procurement@redcar-cleveland.gov.uk,"Redcar & Cleveland House,Kirkleatham Street",,REDCAR,TS101RT,England,,,,,,03/05/2019,16/12/2021,05/04/2019,NO,,Yes,Yes,No,Services,237000,,23/04/2019,237800,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]",,03/05/2019,16/12/2021,"CallOffFromFrameworkAgreement ",
DN412785,Contract,"REDCAR & CLEVELAND BOROUGH COUNCIL",Awarded,2019-07-13T21:26:32Z,"Architectural and Lead Designer services (Regent Cinema)","GT3 Architects to deliver architectural and lead designer services for the redevelopment of the Regent Cinema under Bloom framework",,,"North East","71000000 ",,procurement@redcar-cleveland.gov.uk,"Redcar & Cleveland House,Kirkleatham Street",,REDCAR,TS101RT,England,,,,,,03/05/2019,16/12/2021,01/05/2019,NO,,No,No,No,Services,427257,,02/05/2019,427257,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]",,03/05/2019,16/12/2021,"CallOffFromFrameworkAgreement ",
DN420906,Contract,"REDCAR & CLEVELAND BOROUGH COUNCIL",Awarded,2019-07-08T20:36:23Z,"Architectural & Lead Design services for Coatham Development","Award of contract to SDA Architects via Bloom for Architectural & Lead Designer services for the Coatham Development project.",,,"North East","71000000 ",,procurement@redcar-cleveland.gov.uk,"Redcar & Cleveland House,Kirkleatham Street",,REDCAR,TS101RT,England,,,,,,09/07/2019,16/12/2021,16/05/2019,NO,,Yes,Yes,No,Services,541400,,08/07/2019,541400,"[Bloom Procurement Services Ltd|Newcastle
NE1 3DY|NONE||Yes|No]",,09/07/2019,16/12/2021,"CallOffFromFrameworkAgreement ",
DN420925,Contract,"REDCAR & CLEVELAND BOROUGH COUNCIL",Awarded,2019-07-08T20:27:59Z,"MEP & Structural Civil Engineering for Coatham & Regent Cinema","Award of contract to Bloom (delivered by Fairhurst/Desco) for Mechanical, Electrical & Public Health Engineering and Structural & Civil Engineering design team services for the Coatham Development (to inform future decisions) and the Regent Cinema Redevelopment.",,,"North East","71000000 ",,procurement@redcar-cleveland.gov.uk,"Redcar & Cleveland House,Kirkleatham Street",,REDCAR,TS101RT,England,,,,,,09/07/2019,16/12/2021,16/05/2019,NO,,Yes,Yes,No,Services,437101,,08/07/2019,437101,"[Bloom Procurement Services Ltd|Newcastle
NE1 3DY|NONE||Yes|No]",,09/07/2019,16/12/2021,"CallOffFromFrameworkAgreement ",
CCCC20A38.,Contract,"Infrastructure and Projects Authority : Cabinet Office",Awarded,2020-07-08T09:40:21Z,"Provision of Consultancy Support for IPA via Bloom","Provision of Consultancy Support for IPA  plus extension option",,,London,"72500000 ","Crown Commercial Service on behalf of Infrastructure and Projects Authority : Cabinet Office",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCCC20A38 - Call off order form v1.1 REDACTED (1).pdf CCCC20A38 - Call Off Award Letter v1.1 REDACTED (1).pdf ",,,22/04/2020,21/11/2020,15/04/2020,NO,,Yes,No,No,Services,481950,,22/04/2020,481950,"[BLOOM PROCUREMENT SERVICES LTD|Point 5 New Eden House, Fletcher Road NE8 2ET Gateshead England|NONE||Yes|No]","Nicola Bramwell",22/04/2020,21/11/2020,"Other Services",
LPOOL001-DN405443-57753359,Contract,"Liverpool City Council",Awarded,2019-07-15T14:02:04Z,"Direct Award via Bloom for Accommodation Strategy Further Phases","The Liverpool Accommodation Strategy is a high profile initiative to reform new and existing accommodation with care for vulnerable adults, particularly older people. The initial stage focussed upon an asset review and assessment of the need for accommodation over the next 5, 10 and 20 years. These further phases aim to develop the action plans to transform and personalise supported accommodation.",,,"North West","73000000 ","Kimberley Fisher",kimberley.fisher@liverpool.gov.uk,"4th Floor, Cunard Building",,Liverpool,"L3 1DS","United Kingdom","+44 1512330591",http://www.liverpool.gov.uk,,,,01/05/2019,30/04/2020,23/04/2019,NO,,No,No,No,Services,95150,95150,24/04/2019,94150,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House, 116 Quayside, Newcastle Upon Tyne, England, NE1 3DY|NONE||No|No]",,01/05/2019,30/04/2020,"DirectAward ",
LPOOL001-DN385427-16806669,Contract,"Liverpool City Council",Awarded,2019-02-21T13:23:44Z,"Direct Award via Bloom for Accommodation Strategy Development","Consultancy for Accommodation Strategy Development",,,"North West","79410000 ","Kimberley Fisher",kimberley.fisher@liverpool.gov.uk,"4th Floor, Cunard Building",,Liverpool,"L3 1DS","United Kingdom","+44 1512330591",http://www.liverpool.gov.uk,,,,06/01/2019,30/04/2019,04/01/2019,NO,,No,No,No,Services,30000,30000,07/01/2019,30000,"[Bloom Procurement Services Ltd|Rooterdam House, 116 Quayside, Newcastle Upon Tyne, NE1 3DY|NONE||No|No]",,08/01/2019,30/04/2019,"DirectAward ",
MRD001-DN479490-20611370,Contract,"Meridian Water - London Borough of Enfield",Awarded,2020-05-22T14:31:09Z,"Meridian Water - Procurement Support - RAIL","Meridian Water - Procurement Support - RAIL",,,London,"71541000 ","Oba Ehiagwina",Oba.Ehiagwina@enfield.gov.uk,"Civic Centre","Silver Street",Enfield,"EN1 3XA","United Kingdom",+442081322543,https://www.meridianwater.co.uk/,,,,01/04/2020,30/09/2021,01/03/2020,NO,,No,No,No,Services,129802,129802,15/03/2020,129802,"[Bloom Procurement Services Ltd|NE8 2ET|NONE||Yes|No]","Mailbox Bloom Tenders",01/04/2020,30/09/2021,"Open ",
Wisbech2020,Contract,"Fenland District Council",Awarded,2018-09-12T12:11:00Z,"Flood Risk Modelling, Study,  Consultancy and Solution","Wisbech Garden Town - Flood mitigation study and modelling

A specialist company is required to provide a comprehensive flood risk study that includes an innovative, fully evidenced based solution in support of the Wisbech 2020 Garden Town Initiative.

The Garden Town would involve construction of 10000 -12000 new homes but will require an innovative flood risk approach to ensure that the housing proposed for the area at risk from flooding is safe and sustainable, and meets the requirements of the NPPF from the flood risk perspective and can satisfy the requirements of the Environment Agency. Part of the Garden Town proposal is in a Flood Zone 3a at risk of flooding from the tidal River Nene.

Therefore only companies who can provide all the services required and can demonstrate the following should reply to this opportunity:  

(1) Utilisation of the Toolset for Rapid Integrated Collaborative Optioneering (TRICO) flood modelling or equivalent that can take into account tidal and fluvial flood situations linked to the 'Fens' unique pumped drainage systems and climate change.

(2)  Next generation computer flood modelling such as (3Di) and interactive mapping to calculate flows and levels to translate hydraulic results to metrics to inform development decision making. 

(3)  Previous UK experience for similar innovative solutions for large scale developments in partnership with key stakeholders such as the Environment Agency, Local Water Authority, Local Council, Developers and DCLG.

(4)  Ability and experience to produce detailed concepts for flood resilient and resistant housing linked to breach-resilient flood defences and other relevant flood mitigation measures.

(5) Able to develop innovative concepts that ensure a robust approach to satisfy and pass NPPF tests and Environment Agency requirements.

(6) Manage all aspects of the process, additional funding opportunities, partnership engagement, workshops, all reports/studies to feed into final report to DCLG that ensures flood risk can be mitigated in the Wisbech situation.

(7) Ability to start within timeframe.  Anticipated to be the end of September 2017.

Please express your interest by evidencing your experience to the above to procurement@fenland.gov.uk by noon Friday 1st September 2017.",,,"East of England","45246400 ","Shaun Beales",procurement@fenland.gov.uk,"Fenland Hall","County Road",March,"PE15 8NQ",England,,www.fenland.gov.uk,,,,30/09/2017,30/06/2019,01/09/2017,YES,Wisbech2020,Yes,No,No,NotApplicable,0,150000,16/10/2017,164535,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",17/10/2017,30/06/2019,"Open ",
"P132 PR003700",Contract,"CHESHIRE EAST COUNCIL",Awarded,2017-08-15T15:19:27Z,"Cash Receipting and Invoicing","***Awarded to Wilson Integra Consulting Ltd***Cheshire West and Chester and Chester East Councils require their CRIM system to be upgraded and their Chip & Pin (C&P) devices. This is essential activity to keep the system up to date and within Supplier support along with adhering to PCI standards.
Listed below is an overview of the project scope, timeline and areas where functionality is required to support the delivery stage of the project. 
The drivers for these upgrades are:
- To maintain supplier support for the CRIM application (current version -1)
- To provide supplier-delivered fixes to some of the current application defects remaining from the v9.0x implementation
 - To allow the newer VX820 Chip & Pin devices to be deployed as replacement for current devices
- To provide Chip & Pin devices that can be rendered P2Pe secure as required under Payment Card Industry Data Security Standards (PCI DSS)
ICTSS require the services of a suitably qualified and experienced Project Manager in order to undertake the following:-
Project Scope:- Upgrade CRIM to V10 upgrade - Rollout of VX820 devices - Implementation of P2Pe",,,"North West","72266000 ",,michael.ashworth@cheshireeast.gov.uk,Westfields,"Middlewich Rd",Sandbach,"CW11 1HZ",England,,,,,,01/08/2017,28/02/2018,28/07/2017,NO,,No,No,No,Services,35700,,28/07/2017,35700,"[Bloom Procurement Services Ltd|Sunderland Software Centre
Tavistock Place
Sunderland 
SR1 1PB|||No|No]",,01/08/2017,28/02/2018,"DirectAward ",
CF-0123600D58000000L5A4EAK1,Contract,"Home Office",Awarded,2020-11-03T15:57:07Z,"CTO Business Change","Specialist business change support for the CTO",,"CR0 1XG","Any region","72000000 ","Home Office Commercial",ddatcontracts@homeoffice.gov.uk,"7th Floor, Southern House, Wellesley Grove",,Croydon,"CR0 1XG",GB,,,,,,08/06/2020,30/09/2021,29/05/2020,NO,,No,No,No,NotApplicable,1200000,1200000,01/06/2020,1200000,"[Bloom Procurement Services Ltd|Rotterdam House
116 Quayside
Newcastle Upon Tyne NE1 3DY|NONE||Yes|No]",,08/06/2020,30/09/2021,"CallOffFromFrameworkAgreement ",,00:00
MRD001-DN479578-58767560,Contract,"Meridian Water - London Borough of Enfield",Awarded,2020-10-09T18:44:09Z,"Meridian Water - Rail Designer Stage 2 Closeout","Rail Designer services for the completion of Stage 2 of the HIF Rail works",,,London,"71322000 ","Doreen Manning",doreen.manning@enfield.gov.uk,"Civic Centre","Silver Street",Enfield,"EN1 3ES",England,"+44 2083791477",https://www.meridianwater.co.uk/,,,,22/05/2020,31/07/2020,11/05/2020,NO,,No,No,No,Services,98952.52,98952.52,15/05/2020,98952.52,"[Bloom Procurement Services Ltd|NE8 2ET|NONE||Yes|No]","Mailbox Bloom Tenders",22/05/2020,31/07/2020,"Open ",,12:00
MRD001-DN479887-81173146,Contract,"Meridian Water - London Borough of Enfield",Awarded,2020-10-09T18:36:13Z,"Meridian Water Rail PMO","Rail PMO Stage 2 Closeout",,,England,"71541000 ","Doreen Manning",doreen.manning@enfield.gov.uk,"Civic Centre","Silver Street",Enfield,"EN1 3ES",England,"+44 2083791477",https://www.meridianwater.co.uk/,,,,27/05/2020,31/07/2020,22/05/2020,NO,,Yes,No,No,Services,149625,149625,26/05/2020,149625,"[Bloom Procurement Services Ltd|New Eden House, Fletcher Road, Gateshead, NE8 2ET|NONE||No|No]","Mailbox Bloom Tenders",27/05/2020,31/07/2020,"NotSpecified ",,01:00
DN502103,Contract,"REDCAR & CLEVELAND BOROUGH COUNCIL",Awarded,2020-09-30T15:01:36Z,"Redcar Station - Design Team","Lead Designer, Architect, Civil Engineer, Structural Engineer and MEP Engineer services for the Redcar Station Project - delivered by Howarth Litchfield",,,"North East","71000000 ",,procurement@redcar-cleveland.gov.uk,"Redcar & Cleveland House,Kirkleatham Street",,REDCAR,TS101RT,England,,,,,,01/10/2020,30/09/2022,18/08/2020,NO,,Yes,Yes,No,Services,150000,,28/09/2020,150000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/10/2020,30/09/2022,"CallOffFromFrameworkAgreement ",,12:00
2020059,Contract,"Hm Land Registry",Awarded,2020-08-17T09:20:22Z,"Consultancy Services to support Tier 2 roll-out","Consultancy services to support Tier 2 Roll-Out",,,"England,Wales","79400000 ","James Sutton",James.Sutton@landregistry.gov.uk,"HM Land Registry, Castle Wharf House","2 Canal Street",NOTTINGHAM,"NG1 7AU",England,,,,,,20/04/2020,30/06/2020,10/04/2020,NO,,Yes,No,No,Services,80274,216642,14/04/2020,80274,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|Yes|No]","Sarah Willis",20/04/2020,30/06/2020,"CallOffFromFrameworkAgreement ",,17:00
NWAS/TR/12/20,Contract,"North West Ambulance Service N H S Trust",Awarded,2020-07-24T16:47:18Z,"Capacity Review - Demand and Capacity","NWAS would like a supplier to run a Demand and Capacity Review to project demand, operational change and resource requirements",,,"North West","72246000 ",,procurement.supplies@nwas.nhs.uk,"Ladybridge Hall",,BOLTON,BL15DD,England,,,,,,15/06/2020,27/08/2020,08/06/2020,NO,,Yes,Yes,No,NotApplicable,0.01,,10/06/2020,0.01,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",15/06/2020,27/08/2020,"CallOffFromFrameworkAgreement ",
NRW/CDS/10007/G,Contract,"Norwich City Council",Awarded,2020-06-24T14:50:00Z,"Towns' fund, town deal support","The council is due to prepare and submit a bid to the Government's Towns' Fund. Consultancy support is required to work alongside the Town Deals Board and produce the narrative and challenge for the bid.",,"NR2 1HN",,"71311300 ",,procurement@norwich.gov.uk,"City Hall",,NORWICH,NR21NH,England,"01603 212781",,,,,25/05/2020,31/07/2020,22/05/2020,NO,,Yes,No,No,Services,52473.68,,25/05/2020,52473.68,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",25/05/2020,31/07/2020,"CallOffFromFrameworkAgreement ",
BRISTOLCC001-DN470321-83391598,Contract,"Bristol City Council",Awarded,2020-05-14T11:57:37Z,"Food Hygiene Inspections","Food Hygiene Inspections to be carried out in accordance with relevant food legislation and statutory guidance.",,,"South West","79417000 ","Niotia Ferguson",niotia.ferguson@bristol.gov.uk,"Bristol City Council","P O Box 3176",BRISTOL,"BS3 9FS",England,"+44 1179037674",https://www.bristol.gov.uk/,,,,24/04/2020,31/03/2024,10/04/2020,NO,,Yes,No,No,Services,268000,268000,17/04/2020,268000,"[Bloom Procurement Services Ltd|NE8 2ET|NONE||Yes|No]","Mailbox Bloom Tenders",24/04/2020,31/03/2024,"Open ",
7612,Contract,"South Tyneside Council",Awarded,2020-04-22T15:59:54Z,"Architect / Lead Consultant for Town Hall and Middlefields Remodelling","Architect / Lead Consultant for South Shields Town Hall and Middlefields Remodelling",,,"North East","71220000 ","Laura Hood",laura.hood@southtyneside.gov.uk,"Town Hall, Westoe Road",,"South Shields",NE332RL,England,07436833810,,,,,24/02/2020,31/03/2021,23/02/2020,NO,,Yes,No,No,Services,107000,,23/02/2020,107000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|Yes|No]","Sarah Willis",24/02/2020,31/03/2021,"CallOffFromFrameworkAgreement ",
6862c,Contract,"South Tyneside Council",Awarded,2020-04-22T15:31:07Z,"Cleadon Flood Alleviation stage 3 - full design","Award of contract for Cleadon Flood Alleviation stage 3 - full design via Nepro3 framework agreement.",,,"North East","79415200 ","Laura Hood",laura.hood@southtyneside.gov.uk,"Town Hall, Westoe Road",,"South Shields",NE332RL,England,07436833810,,,,,01/01/2020,31/10/2020,31/12/2019,NO,,Yes,No,No,Services,81000,,31/12/2019,81000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|Yes|No]","Sarah Willis",01/01/2020,31/10/2020,"CallOffFromFrameworkAgreement ",
F,Contract,"South Tyneside Council",Awarded,2020-04-22T14:16:34Z,"Award of contract for quantity surveying services","Award of contract for quatity surveying services for South Tyneside Town Hall and Middlefields Remodelling works via the Nepro3 framework.",,,"North East","71324000 ","Laura Hood",laura.hood@southtyneside.gov.uk,"Town Hall, Westoe Road",,"South Shields",NE332RL,England,07436833810,,,,,01/05/2020,31/03/2021,21/04/2020,NO,,Yes,No,No,Services,32000,,22/04/2020,32000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|Yes|No]","Sarah Willis",01/05/2020,31/03/2021,"CallOffFromFrameworkAgreement ",
202013022240/1,Contract,"Sunderland City Council",Awarded,2020-04-03T08:09:05Z,"Transformation Consultancy Services","Transformation consultancy services",,,"North East","73000000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,06/04/2020,05/05/2021,30/03/2020,NO,,Yes,No,No,Services,56395,56395,30/03/2020,56395,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",06/04/2020,05/05/2021,"CallOffFromFrameworkAgreement ",
