"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CCD00504,Contract,"STEVENAGE BOROUGH COUNCIL",Awarded,2018-09-06T14:43:56Z,"Northgate Housing Online","AWARDED Additional Northgate module providing customers with functionality to self serve",,,"East of England","48000000 ","Corporate Procurement",procurement@stevenage.gov.uk,Danestrete,,STEVENAGE,SG11HN,England,01438242242,,,,,27/07/2018,31/03/2021,26/07/2018,NO,,No,No,No,Services,138400,,26/07/2018,138400,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]",,27/07/2018,31/03/2021,"SingleTenderActionNonOJEU ",
BRISTOLCC001-DN327126-39305739,Contract,"Bristol City Council",Awarded,2018-03-05T15:15:15Z,"Extension of support for Northgate OHMS Housing Management system","Extension of support for Northgate OHMS Housing Management system",,,"South West","48000000 ","David Tipping",david.tipping@bristol.gov.uk,"City Hall","College Green",Bristol,"BS1 5TR","United Kingdom","+44 1173526888",https://www.bristol.gov.uk/,,,,31/03/2018,30/09/2018,02/03/2018,NO,,Yes,Yes,No,Products,62105,62105,05/03/2018,62105.6,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|HP2 4NW|NONE||No|No]","Northgate Public Services MAIN ACCOUNT",31/03/2018,30/09/2018,"Open ",
DONCTR001-DN254733-59465827,Contract,"Doncaster MBC",Awarded,2017-07-24T14:51:38Z,"Revenues Self-Service Forms and Northgate System Support and Maintenance","Self service forms for Council Tax and Business Rates and maintenance service for support of Northgate Revenues and Benefits systems.",,,"Yorkshire and the Humber","75310000 ","Alan Stoves",alan.stoves@doncaster.gov.uk,"Civic Office",Waterdale,Doncaster,"DN1 3BU",England,,http://www.doncaster.gov.uk/,,,,01/05/2017,30/04/2021,14/04/2017,NO,,No,No,No,Services,600000,700000,19/04/2017,663000,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Hemel Hempstead, Hertfordshire, HP2 4NW, United Kingdom|||No|No]",,01/05/2017,30/04/2021,"Restricted ",
HACK001-DN480805-49166216,Contract,"London Borough of Hackney",Awarded,2020-06-18T09:55:45Z,"Northgate M3/Assure Land and Property support and maintenance","The provision of support and maintenance for M3 Planning Core Product under the Data and Applications Solutions Framework (RM3821).",,,London,"72267100 ","LBH eProcurement Team",eprocurement@hackney.gov.uk,"Hackney Service Centre","1 Hillman Street",Hackney,"E8 1DY","United Kingdom","+44 2083563000",http://www.hackney.gov.uk,,,,01/04/2020,31/03/2022,24/03/2020,NO,,Yes,No,No,Services,82162,,30/03/2020,82162,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|HP2 4NW|NONE||No|No]","Northgate Public Services MAIN ACCOUNT",01/04/2020,31/03/2022,"Other ",
BOURN001-DN403087-01140633,Contract,"Bournemouth Christchurch and Poole Council",Awarded,2019-04-16T15:33:43Z,"Housing Landlord Housing Asset Management Business System","The core Housing Landlord Asset Management Business system software provided by Northgate. The modules included are Estates Management, Rents & Arrears Management, Planned Maintenance, Service Charges and Contractors Module.",,,"South West","48000000 ","Strategic Procurement Team",procurement@bcpcouncil.co.uk,"Bournemouth Borough Council","The Town Hall, Bourne Avenue",Bournemouth,"BH2 6DY",England,,,,,,01/05/2019,31/03/2022,01/04/2019,NO,,Yes,No,No,Services,175000,175000,08/04/2019,175000,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|HP2 4NW|NONE||No|No]","Northgate Public Services",01/05/2019,30/04/2020,"Open ",
BFDMDC001-DN330306-33960987,Contract,"Bradford Metropolitan District Council",Awarded,2018-10-11T14:39:17Z,"Tender for Revenues & Benefits Customer Portal incorporating Risk Based Verification","Provision of a new Revenues & Benefits Citizen Access Portal. 
The Council's Revenues, Benefits & Payroll Service currently has an online Housing Benefit and Council Tax Reduction application form and has some functionality for submitting changes in circumstances.  It is looking to replace this functionality with intelligent eforms accessible via a customer portal.  This will cover all types of changes in circumstances as well as new claims and will facilitate auto update of the Northgate Revenues & Benefits computer system.",,,"Yorkshire and the Humber","72000000 ","Catherine Mullins",catherine.mullins@bradford.gov.uk,"Britannia House","Hall Ings",Bradford,"BD1 1HX","United Kingdom",,,,"https://procontract.due-north.com/Advert?advertId=c710a776-0855-e811-80eb-005056b64545 ",,01/10/2018,30/09/2020,19/06/2018,NO,,No,No,No,Services,100000,150000,30/09/2018,100800,"[Northgate Public Services Ltd|Peoplebuilding 2
Peoplebuilding Estate
Maylands Avenue
Hemel Hempstead
Hertfordshire
HP2 4NW|NONE||No|No]",,01/10/2018,30/09/2020,"Open ",
CCD00503,Contract,"STEVENAGE BOROUGH COUNCIL",Awarded,2018-09-03T09:44:26Z,"Information@Work / Housing Document Management SystemInformation@Work / Housing Document Management System","AWARDED - Electronic document management system with build in integration to Northgate. This system will be used for digitalisation of Housing records.",,,"East of England","72000000 ","Corporate Procurement",procurement@stevenage.gov.uk,Danestrete,,STEVENAGE,SG11HN,England,01438242242,,,,,27/07/2018,31/10/2020,26/07/2018,NO,,No,No,No,Services,155240,,26/07/2018,155240,"[Northgate Public Services (UK) Ltd|Queens Court, Wilmslow Road, Alderley Edge, SK9 7RR|COMPANIES_HOUSE|968498|No|No]",,27/07/2018,31/10/2020,"SingleTenderActionNonOJEU ",
CHEAST001-DN348246-22302927,Contract,"Cheshire East Borough Council",Awarded,2018-08-03T14:00:29Z,"17 111 Northgate Revenues and Benefits Support and Maintenance","****THIS IS AN AWARDED OPPORTUNITY**** This means that the contract has been awarded to a supplier to provide Support and Maintenance of Cheshire East BC's Revenues and Benefits Application",,,"North West","48000000 ","Simon Hagan",simon.hagan@cheshireeast.gov.uk,Westfields,"Middlewich Road",Sandbach,"CW11 1HZ",England,"+44 1270686974",http://www.cheshireeast.gov.uk/,,,,01/07/2018,30/06/2025,25/06/2018,NO,,No,No,No,Services,197000,197000,30/06/2018,185092,"[Northgate Public Services (UK) Limited|Queens Court, Wilmslow Road, Alderley Edge, SK9 7RR|NONE||No|No]","Lawrence Whiston",01/07/2018,30/06/2025,"AwardWithoutPriorPublication ",
CHEAST001-DN348252-65572235,Contract,"Cheshire East Borough Council",Awarded,2018-08-03T13:30:54Z,"17 109 Northgate Info@work Support and Maintenance","****THIS IS AN AWARDED OPPORTUNITY**** This means that the contract has been awarded to a Supplier to provide Support and Maintenance of Cheshire East BC's Info@work Application.",,,"North West","48000000 ","Simon Hagan",simon.hagan@cheshireeast.gov.uk,Westfields,"Middlewich Road",Sandbach,"CW11 1HZ",England,"+44 1270686974",http://www.cheshireeast.gov.uk/,,,,01/07/2018,30/06/2025,25/06/2018,NO,,No,No,No,Services,432726,432726,30/06/2018,390491,"[Northgate Public services (UK) Limited|Queens Court, Wilmslow Road, Alderley Edge, SK9 7RR|NONE||No|No]","Lawrence Whiston",01/07/2018,30/06/2025,"AwardWithoutPriorPublication ",
YHN-P1510,Contract,"Your Homes Newcastle Ltd",Awarded,2018-03-15T11:36:19Z,"Purchase of an On-Line Rents System","As part of the digital strategy, the vision for this project is to develop and implement an online rents system that allows customers to self-serve in real-time.  This system must link to technology platforms that are currently in place.Northgate, the current housing system, can now provide two modules to YHN that can work side by side the current system's in place, at a much cheaper option than existing companies.",,,"North East","48000000 ","David Bell",david.w.bell@yhn.org.uk,"YHN House","Benton Park Road","NEWCASTLE UPON TYNE",NE77LX,England,01912787765,,,"https://procontract.due-north.com/Login ","NEPO Pro-Contract Project Reference no: DN329858",01/11/2016,31/03/2019,12/09/2016,NO,,Yes,No,No,Products,38090,,21/10/2016,38090,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
BS32 4UE
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",01/11/2016,31/03/2019,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
YHN-P0146,Contract,"Your Homes Newcastle Ltd",Awarded,2018-03-02T12:56:15Z,"Annual Software Support & Maintenance","Annual Northgate Housing IT Software Maintenance & Support Contract",,,"North East","48100000 ","David Bell",david.w.bell@yhn.org.uk,"YHN House","Benton Park Road","NEWCASTLE UPON TYNE",NE77LX,England,01912787765,,,"https://procontract.due-north.com/Login ","Project Reference no: DN326858",01/04/2017,31/03/2018,17/03/2017,NO,,Yes,No,No,Services,85919.85,,30/03/2017,85919.85,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
BS32 4UE
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",01/04/2017,31/03/2018,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
166,Contract,"Uttlesford District Council",Awarded,2018-02-27T10:03:16Z,"Software for Housing,Revnues and Benefits","The council has a licence to use ""Northgate"" software - a package of modules for Housing Management (to include Estates and Rents Allocations, Homelessness, Repairs, Planned Maintenance, House Purchase, Contractors Systems, Works Orders and Service Charges) and Revenues and Benefits (to include Council Tax, Housing and Council Tax Benefits,  IB/SEA, Local Housing Allowance, San Applications, Work Flows, landlord Portal, PMQA and SPA Manager) along with Auddis and Addacs, and integrators for both systems- that has been in place since 1998 as a result of a competitive tender. A five year contract has been awarded to continue use of the same software in a hosted environment.",,,"East of England","48600000 ","Ann-Marie Childs",achilds@uttlesford.gov.uk,"Council Offices",,"Saffron Walden",CB114ER,England,"01799 510562",,,,,01/02/2018,31/01/2023,14/12/2017,NO,,No,No,No,Products,868000,,14/12/2017,86856534,"[Northgate Public Services (UK) Limited|People Building 2, People Building Estate, Maylands Avenue,
Hemel Hempstead,HP2 4NW|COMPANIES_HOUSE|00968498|No|No]",,01/02/2018,31/01/2023,"CompetitiveDialogueOJEU ",
DN213618,Contract,"Wakefield Council Customer Service",Awarded,2017-06-29T15:21:03Z,"Online Claim Form and Integration Services","Further competition under the Crown Commercial Services framework agreement; Ref: RM1042, Title: Corporate Software Solutions, Lot 4: Customer Relationship Management (CRM) Software Solutions.

Provision of validation and integration services for HB/CTS claims (Lot 2) and hosted online Revenues forms including validation and integration with Northgate system and e-billing (Lot 3)",,,"Yorkshire and the Humber","48000000 ","Anthony derbyshire",aderbyshire@wakefield.gov.uk,"Wakefield One, PO Box 700","Burton Street",Wakefield,"WF1 2EB",England,,,,,,22/06/2017,21/06/2022,13/12/2016,NO,,Yes,Yes,No,Services,751115,,21/06/2017,751111,"[Northgate Public Services (UK) Ltd|People Builidng, Hemel Hempstead, Hemel, Hertfordshire, HP2 4NW|||No|No]",,22/06/2017,21/06/2022,"Other ",
16_12_05,Contract,"NHS COMMISSIONING BOARD",Awarded,2017-01-24T15:47:07Z,"CHIS - Northgate","Development of a Child Health Digital Standard",,,"Any region","72500000 ",,nhsengland.commercial@nhs.net,"Quarry Hill, Quarry House,",,Leeds,"LS1 7UE",England,,,,,,19/01/2017,31/03/2017,01/01/2017,NO,,No,No,No,Services,300000,,01/01/2017,0,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead HP2 4NW|||No|No]",,20/01/2017,31/03/2017,"Other ",
PP16036,Contract,"WOLVERHAMPTON CITY COUNCIL",Awarded,2016-09-27T10:59:40Z,"Revenue and Benefits Software Support Contract","Support to Northgate's Revenue and Benefits Software",,"WV1 1RL","West Midlands","72261000 ","simon Pons",simon.pons@wolverhampton.gov.uk,"Civic Center, St Peters Square,",,"Wolverhampton,","WR7 4HA",England,,,,,,31/08/2016,27/08/2021,27/07/2016,NO,,No,No,No,Services,381669.73,,30/08/2016,381669.73,"[Northgate Public Services (UK) Ltd|Queens Court,
Wimslow Road,
Alderley Edge,
Cheshire SK9 7RR|||No|No]",,31/08/2016,27/08/2021," ",
201505,Contract,"FIRST CHOICE HOMES OLDHAM LTD",Awarded,2015-12-23T10:55:21Z,"Northgage RDBA Service","Northgate RDBA Service for Housing Software",,,"North West","72611000 ",,procurement@fcho.co.uk,"First Place, 22 Union St",,Oldham,"OL1 1BE",England,,,,,,01/04/2015,31/03/2016,02/03/2015,NO,,No,No,No,Services,30000,,02/03/2015,30000,"[Northgate Public Services Limited|Queens Court
Wilmslow Road
Alderley Edge
Cheshire|||No|No]",,01/04/2015,31/03/2016,"Other ",
tender_66476/856625,Contract,"Public Health England",Awarded,2020-05-20T08:18:26Z,"PHE - Non-Invasive Pre-Natal Testing Procurement Collaboration","As per the previously published VEAT notice PHE are extending the contract with the current supplier in order to allow the national newborn programmes to continue to operate safely and effectively whilst affording PHE additional time to await the outcome of several key reviews on screening.",,,"Any region","48000000 ",,tenders@phe.gov.uk,"Manor Farm Road, Porton Down",,Salisbury,"SP4 0JG",England,"01980 619960",,,,,01/10/2020,30/09/2021,01/04/2020,NO,,No,No,No,Services,2282358,,01/04/2020,2282358,"[Northgate Public Services Limited|Peoplebuilding 2, Peoplebuilding Estate Maylands, Avenue, HP2 4NW|NONE_OTHER||No|No]",,01/10/2020,30/09/2021,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
tender_231444/845768,Contract,Attain,Awarded,2020-04-09T16:05:54Z,"Mid & South Essex STP Lloyd George Digitisation Service","The Mid and South Essex Sustainable Transformation Plan (MSE STP) have established a single Provider contract via procurement for provision of Lloyd George (LG) Medical Records Digitisation Services in order to best utilise current Estates space and support Primary Care. The Contract term will be 12 months (1st April 2020 to 31st March 2021), with the option to extend the contract for 12 months (1st April 2021 to 31st March 2022) at the sole discretion of the Commissioners.
NHS Castle Point and Rochford Clinical Commissioning Group on behalf of MSE STP secured funding to enable circa 50 priority GP Practices sites to fully digitalise their LG wallets. This procurement related to Phase 1 of the programme requiring the provision of the service for an estimated 578,632 LG wallets across circa 50 GP Practices, by no later than 31st March 2021.
If funding becomes available there may be the potential to roll out the digitisation of LG wallets to other GP Practices within the MSE STP footprint, however at this stage, funding has only been secured for Phase 1 (circa 50 prioritised Primary Care sites).
The estimated potential aggregate contract value over the contract term (1 year + 1 year extension) is £4,338,246 GBP. This figure encompasses the Actual Available Budget for Phase 1, in addition to any anticipated future phases being implemented during the first year and or subsequent extension period, should such 12-month extension be activated by commissioners. The Actual Available Budget for Phase 1, which acted as an affordability envelope for this procurement for the purposes of bidding (not including any extension period) was (net of VAT) £1,537,887 GBP. 
Any subsequent Phase(s) (and prices associated with such Phase(s)), will be mutually agreed between Provider and Commissioner using prices submitted for Phase 1 via appropriate Contract Variation mechanisms. It's anticipated that any subsequent Phase(s) will cover outstanding LG Wallets (indicatively 1,024,615) across remaining GP Practices in the MSE STP. The additional contract value communicated in the Contract Notice (£2,800,358 GBP) that is over and above the Actual Available Budget (£1,537,887 GBP), is indicative and provided solely for purposes of future proofing this contract, should the Commissioner secure additional funding to implement subsequent Phase(s). Commissioners may wish to and as such reserve the right to expand services during the lifetime of the contract potentially resulting in subsequent Phases of delivery then that set out in the specification at the time of contract award. As such, the Contracting Authority made it clear in Contract Notices that Bidders should be aware that after the award of contract, there is a possibility that the successful Bidder may be offered a contract variation in accordance with Regulation 72(1)(a) of the Public Contracts Regulations 2015, to include an indicative number of additional wallets.",,,"East of England","79999100 ","NHS Castle Point & Rochford Clinical Commissioning Group",amy.wilson@attain.co.uk,"Pearl House, 12 Castle Road",,Rayleigh,"SS6 7QF",England,,https://castlepointandrochfordccg.nhs.uk,,,"
For avoidance of doubt, Commissioners have not guaranteed or granted any exclusivity in relation to any such additional Phase(s) / services during the life of the contract. Further information was provided within the Procurement Documentation which was made available when the Contract Notice was published, via Attain Bravo website at: https://attain.bravosolution.co.uk.",01/04/2020,31/03/2021,27/02/2020,YES,tender_231444/834457,Yes,Yes,No,Services,0,4338246,18/03/2020,1188183,"[Northgate Public Services (UK) Limited|Peoplebuilding 2 Peoplebuilding Estate Maylands Avenue Hemel Hempstead Hertfordshire HP2 4NW|NONE_OTHER||No|No]",,01/04/2020,31/03/2021,"OpenAcceleratedOJEU ","The Contracting Authority has secured funding in order to digitalise LG records for up to 50 GP Practices and free up 3,424m2 of space for clinical use. In order to benefit from this funding the CA must award a contract prior to end March 2020. This project is vital to support GP Practices to meet the NHS commitment of digitalising notes by 2023/24 as well as enabling faster transfer of patient notes between practices and easier patient access to their own records."
